,country,year,life_expectancy,adult_mortality,infant_deaths,under_five_deaths,bmi_male,bmi_female,health_expenditure_percentage,total_expenditure,unemployment_total,population,gdp_per_capita,income_class
480,Greece,2015,81.04,71.87,2.6,2.2,27.63,26.93,8.22,8.77,24.98,10820883,18083.88,High income
482,Greece,2013,81.29,71.94,2.4,1.9,27.58,26.96,8.44,8.25,27.69,10965211,21787.79,High income
483,Greece,2012,80.63,75.85,2.3,1.8,27.55,26.97,8.92,10.01,24.73,11045011,21913.0,High income
161,Hungary,2014,75.76,132.0,3.0,2.5,28.15,26.52,7.05,9.39,7.72,9866468,14294.26,Upper-middle income
162,Hungary,2013,75.57,134.1,3.0,2.4,28.03,26.45,7.23,9.57,10.18,9893082,13715.07,Upper-middle income
164,Hungary,2011,74.86,150.2,3.2,2.6,27.79,26.31,7.48,10.1,11.03,9971727,14234.47,Upper-middle income
165,Hungary,2010,74.21,156.3,3.2,2.6,27.68,26.24,7.45,10.17,11.17,10000023,13217.5,Upper-middle income
166,Hungary,2009,73.9,163.5,3.5,2.8,27.56,26.17,7.22,9.71,10.03,10022650,13077.31,Upper-middle income
167,Hungary,2008,73.7,166.6,3.6,2.9,27.45,26.1,7.09,9.85,7.82,10038188,15772.33,Upper-middle income
168,Hungary,2007,73.15,175.9,3.8,3.1,27.33,26.03,7.2,9.79,7.41,10055780,13940.91,Upper-middle income
169,Hungary,2006,73.1,176.4,3.8,3.1,27.22,25.96,7.78,10.66,7.49,10071370,11489.56,Upper-middle income
170,Hungary,2005,72.65,181.6,4.2,3.5,27.11,25.9,7.98,11.36,7.19,10087065,11223.4,Upper-middle income
171,Hungary,2004,72.65,180.1,4.5,3.6,27.0,25.83,7.76,11.09,5.83,10107146,10301.7,Upper-middle income
172,Hungary,2003,72.3,184.0,4.8,3.7,26.89,25.77,8.12,11.57,5.79,10129552,8419.43,Upper-middle income
173,Hungary,2002,72.35,184.6,5.1,3.9,26.79,25.72,7.12,9.67,5.61,10158608,6655.33,Upper-middle income
174,Hungary,2001,72.25,185.4,5.4,4.1,26.69,25.66,6.83,9.66,5.67,10187576,5276.03,Upper-middle income
160,Hungary,2015,75.57,131.7,2.8,2.4,28.27,26.59,6.85,9.22,6.81,9843028,12717.04,Upper-middle income
163,Hungary,2012,75.06,142.4,3.2,2.6,27.91,26.38,7.41,9.78,11.0,9920362,12984.84,Upper-middle income
175,Hungary,2000,71.25,196.0,5.8,4.4,26.59,25.62,6.78,9.86,6.56,10210971,4624.28,Upper-middle income
334,Iceland,2001,80.69,70.23,1.9,1.9,26.25,25.11,8.75,14.88,1.87,284968,28897.44,High income
335,Iceland,2000,79.65,72.42,2.1,1.9,26.16,25.06,8.9,16.04,1.94,281205,32096.37,High income
333,Iceland,2002,80.5,67.22,1.9,1.6,26.33,25.16,9.4,16.84,2.99,287523,32409.22,High income
332,Iceland,2003,80.96,64.62,1.9,1.6,26.41,25.21,9.73,16.55,4.0,289521,39476.7,High income
331,Iceland,2004,81.0,62.26,1.7,1.6,26.49,25.25,9.33,16.17,4.03,292074,47334.93,High income
329,Iceland,2006,81.16,59.4,1.5,1.4,26.64,25.33,8.56,15.57,2.83,303782,57492.93,High income
328,Iceland,2007,81.45,58.27,1.6,1.3,26.71,25.37,8.35,15.31,2.25,311566,69495.73,High income
327,Iceland,2008,81.61,56.6,1.6,1.3,26.78,25.4,8.34,10.82,2.95,317414,56943.37,High income
330,Iceland,2005,81.5,60.74,1.6,1.7,26.57,25.29,8.95,16.11,2.55,296734,56794.85,High income
325,Iceland,2010,81.9,53.21,1.1,1.2,26.89,25.46,8.36,13.69,7.56,318041,43237.07,High income
324,Iceland,2011,82.36,52.71,1.2,1.4,26.94,25.48,8.2,12.99,7.03,319014,47714.59,High income
323,Iceland,2012,82.92,52.92,1.4,1.1,26.99,25.5,8.18,13.7,6.0,320716,45995.55,High income
322,Iceland,2013,82.06,53.14,1.1,1.4,27.03,25.52,8.18,14.27,5.38,323764,49804.98,High income
321,Iceland,2014,82.86,53.68,1.2,1.4,27.08,25.55,8.23,14.45,4.9,327386,54576.74,High income
320,Iceland,2015,82.47,54.2,1.2,1.2,27.12,25.57,8.07,15.0,3.98,330815,52951.68,High income
326,Iceland,2009,81.75,54.64,1.3,1.4,26.84,25.43,8.78,13.37,7.22,318499,41301.27,High income
343,Ireland,2008,80.1,74.42,2.4,1.7,27.65,26.71,9.13,17.42,6.77,4489544,61353.11,High income
351,Ireland,2000,76.54,95.46,3.9,2.9,26.9,25.99,5.9,14.96,4.32,3805174,26334.57,High income
347,Ireland,2004,78.54,81.81,3.2,2.1,27.31,26.4,7.22,17.36,4.49,4070262,47754.2,High income
346,Ireland,2005,78.94,78.02,3.0,2.1,27.4,26.48,7.64,18.25,4.34,4159914,50933.02,High income
345,Ireland,2006,79.24,77.08,2.7,1.9,27.49,26.56,7.52,17.43,4.42,4273591,54329.16,High income
344,Ireland,2007,79.64,74.66,2.5,1.8,27.57,26.64,7.81,17.36,4.98,4398942,61396.42,High income
342,Ireland,2009,80.19,76.86,2.4,1.6,27.72,26.78,10.52,17.3,12.61,4535375,52133.09,High income
349,Ireland,2002,77.63,87.35,3.6,2.6,27.11,26.21,6.67,16.03,4.22,3931947,32705.43,High income
340,Ireland,2011,80.75,69.0,2.4,1.6,27.84,26.91,10.61,16.18,15.35,4580084,52219.71,High income
339,Ireland,2012,80.85,67.43,2.4,1.6,27.89,26.97,10.6,17.93,15.45,4599533,48943.82,High income
338,Ireland,2013,80.95,64.81,2.3,1.4,27.94,27.03,10.28,17.92,13.74,4623816,51496.96,High income
337,Ireland,2014,81.35,62.94,2.2,1.5,27.99,27.09,9.51,18.02,11.86,4657740,55752.76,High income
336,Ireland,2015,81.45,61.09,2.3,1.3,28.04,27.15,7.34,18.12,9.91,4701957,62179.26,High income
350,Ireland,2001,77.13,89.66,3.8,2.8,27.01,26.1,6.39,15.59,3.68,3866243,28282.41,High income
341,Ireland,2010,80.74,67.55,2.4,1.6,27.78,26.85,10.52,12.35,14.53,4560155,48663.6,High income
348,Ireland,2003,78.14,82.11,3.5,2.4,27.21,26.3,7.01,16.9,4.48,3996521,41203.53,High income
497,Italy,2014,83.09,52.81,2.1,1.2,26.66,24.92,8.87,13.15,12.68,60789140,35565.72,High income
511,Italy,2000,79.78,75.85,3.5,2.1,26.13,24.94,7.57,11.81,10.83,56942108,20137.59,High income
498,Italy,2013,82.69,55.41,2.2,1.4,26.67,24.95,8.78,13.05,12.15,60233948,35560.08,High income
499,Italy,2012,82.24,57.46,2.3,1.5,26.68,24.98,8.78,13.17,10.66,59539717,35051.52,High income
500,Italy,2011,82.19,58.55,2.3,1.5,26.68,25.0,8.77,13.74,8.36,59379449,38649.64,High income
501,Italy,2010,82.04,57.79,2.3,1.6,26.67,25.02,8.92,14.01,8.36,59277417,36035.64,High income
502,Italy,2009,81.64,60.23,2.5,1.6,26.66,25.04,8.95,13.71,7.75,59095365,37226.76,High income
503,Italy,2008,81.49,61.63,2.5,1.7,26.63,25.05,8.53,13.86,6.72,58826731,40944.91,High income
504,Italy,2007,81.43,63.07,2.5,1.6,26.6,25.05,8.14,13.48,6.08,58438310,37870.75,High income
505,Italy,2006,81.28,64.49,2.5,1.6,26.55,25.04,8.44,13.72,6.78,58143979,33529.73,High income
506,Italy,2005,80.78,66.41,2.6,1.7,26.5,25.04,8.34,13.68,7.73,57969484,32055.09,High income
507,Italy,2004,80.78,67.81,2.7,1.8,26.43,25.03,8.17,13.28,7.87,57685327,31317.2,High income
508,Italy,2003,79.98,71.87,2.9,2.0,26.36,25.01,7.83,12.51,8.87,57313203,27526.32,High income
509,Italy,2002,80.23,72.39,3.1,1.8,26.29,24.99,7.87,12.63,9.21,57059007,22376.3,High income
510,Italy,2001,80.13,74.87,3.1,2.0,26.21,24.97,7.74,12.2,9.6,56974100,20500.95,High income
496,Italy,2015,82.54,53.97,2.1,1.5,26.66,24.89,8.86,13.1,11.9,60730582,30242.39,High income
352,Latvia,2015,74.48,155.1,2.5,2.5,27.11,26.41,5.65,8.58,9.87,1977527,13786.46,High income
364,Latvia,2003,71.27,214.9,5.7,5.7,26.0,25.85,5.48,8.08,12.06,2287955,5145.2,High income
363,Latvia,2004,72.03,210.2,5.3,5.3,26.1,25.91,6.2,9.94,11.71,2263122,6378.67,High income
362,Latvia,2005,71.36,219.2,5.3,4.8,26.2,25.96,5.83,9.34,10.03,2238799,7594.9,High income
361,Latvia,2006,70.87,229.2,5.3,4.7,26.3,26.02,5.7,9.62,7.03,2218357,9723.45,High income
360,Latvia,2007,71.02,220.0,4.9,4.1,26.4,26.07,5.51,9.71,6.05,2200325,14113.53,High income
359,Latvia,2008,72.42,197.7,4.8,4.0,26.5,26.12,5.58,8.8,7.74,2177322,16467.14,High income
358,Latvia,2009,73.08,184.2,4.3,3.8,26.59,26.17,6.1,8.07,17.52,2141669,12331.93,High income
357,Latvia,2010,73.48,179.7,4.4,3.8,26.68,26.21,6.1,8.01,19.48,2097555,11420.99,High income
356,Latvia,2011,73.58,169.4,3.8,3.4,26.76,26.25,5.72,8.6,16.21,2059709,13338.96,High income
355,Latvia,2012,73.78,164.3,3.4,3.3,26.85,26.29,5.41,8.41,15.05,2034319,13847.34,High income
354,Latvia,2013,73.98,166.1,3.3,3.1,26.93,26.33,5.41,8.42,11.87,2012647,15007.49,High income
353,Latvia,2014,74.12,160.1,2.7,2.8,27.02,26.37,5.46,8.38,10.85,1993782,15742.39,High income
365,Latvia,2002,70.96,224.6,6.2,6.3,25.9,25.79,5.76,8.16,13.83,2310173,4136.93,High income
366,Latvia,2001,70.76,231.4,6.5,6.8,25.8,25.73,5.77,8.11,13.82,2337170,3578.0,High income
367,Latvia,2000,70.31,218.3,7.1,7.1,25.71,25.67,5.43,7.43,14.21,2367550,3361.64,High income
381,Lithuania,2002,71.76,203.8,4.4,5.9,26.26,26.17,6.14,12.71,13.01,3443067,4141.59,High income
383,Lithuania,2000,72.02,197.2,4.6,6.7,26.13,26.17,6.2,10.57,15.93,3499536,3293.23,High income
368,Lithuania,2015,74.32,164.9,2.3,2.6,27.15,26.07,6.49,12.2,9.12,2904910,14263.96,High income
369,Lithuania,2014,74.52,166.9,2.4,2.5,27.09,26.09,6.19,11.87,10.7,2932367,16551.02,High income
370,Lithuania,2013,73.91,178.4,2.6,2.5,27.03,26.1,6.13,11.3,11.77,2957689,15729.65,High income
371,Lithuania,2012,73.86,179.3,2.4,2.6,26.96,26.12,6.28,11.55,13.36,2987773,14367.71,High income
372,Lithuania,2011,73.56,183.9,2.6,2.8,26.9,26.13,6.49,10.73,15.39,3028115,14376.95,High income
373,Lithuania,2010,73.27,190.7,2.9,3.1,26.84,26.14,6.81,11.43,17.81,3097282,11987.51,High income
382,Lithuania,2001,71.66,209.8,4.4,6.3,26.19,26.17,6.01,11.37,16.84,3470818,3525.79,High income
375,Lithuania,2008,71.81,223.0,3.3,4.0,26.7,26.16,6.29,11.67,5.83,3198231,14945.0,High income
376,Lithuania,2007,70.9,239.5,3.7,4.3,26.63,26.17,5.76,10.75,4.25,3231294,12285.45,High income
377,Lithuania,2006,71.06,230.0,4.0,4.5,26.56,26.17,5.84,10.62,5.78,3269909,9230.71,High income
378,Lithuania,2005,71.25,223.0,4.2,4.8,26.48,26.17,5.65,10.05,8.32,3322528,7854.77,High income
379,Lithuania,2004,71.96,206.2,4.4,5.2,26.41,26.17,5.51,10.13,10.68,3377075,6700.33,High income
374,Lithuania,2009,72.91,192.9,3.2,3.7,26.77,26.15,7.37,11.78,13.78,3162916,11820.78,High income
380,Lithuania,2003,72.06,205.3,4.3,5.4,26.33,26.17,6.19,13.68,12.88,3415213,5499.43,High income
79,Luxembourg,2000,77.87,90.51,2.4,2.4,26.23,25.25,5.93,12.99,2.35,436300,48659.6,High income
78,Luxembourg,2001,77.82,88.37,2.4,2.0,26.31,25.29,6.38,14.06,1.8,441525,48440.14,High income
65,Luxembourg,2014,82.23,56.01,1.8,0.8,27.17,25.72,5.23,10.85,5.85,556319,123678.7,High income
66,Luxembourg,2013,81.8,58.87,1.9,0.8,27.13,25.7,5.24,10.65,5.85,543360,120000.14,High income
67,Luxembourg,2012,81.39,61.74,1.9,1.0,27.09,25.67,5.29,10.59,5.14,530946,112584.68,High income
68,Luxembourg,2011,80.99,63.99,1.9,1.0,27.04,25.65,5.95,11.96,4.9,518347,119025.06,High income
69,Luxembourg,2010,80.63,65.76,1.8,1.1,26.99,25.63,6.66,13.62,4.36,506953,110885.99,High income
64,Luxembourg,2015,82.29,53.28,1.8,1.1,27.21,25.74,5.08,10.63,6.67,569604,105462.01,High income
71,Luxembourg,2008,80.54,70.23,1.8,1.3,26.87,25.57,6.23,14.4,5.06,488650,120422.14,High income
72,Luxembourg,2007,79.38,72.8,1.9,1.5,26.81,25.54,6.16,14.06,4.07,479993,107475.32,High income
73,Luxembourg,2006,79.29,75.31,1.9,1.4,26.73,25.5,6.64,14.12,4.73,472637,90788.8,High income
74,Luxembourg,2005,79.43,78.54,2.1,1.5,26.66,25.47,7.12,13.8,4.49,465158,80988.14,High income
75,Luxembourg,2004,79.12,81.2,2.1,1.7,26.57,25.43,7.28,14.09,5.11,458095,76544.92,High income
76,Luxembourg,2003,77.73,83.87,2.0,1.8,26.49,25.38,6.96,13.47,3.68,451630,65689.32,High income
70,Luxembourg,2009,80.64,67.82,1.6,1.2,26.94,25.6,6.95,14.12,5.12,497783,109419.75,High income
77,Luxembourg,2002,77.97,85.74,2.3,2.1,26.4,25.34,6.76,13.59,2.62,446175,53005.73,High income
525,Malta,2002,78.74,67.68,4.7,2.7,27.42,26.95,7.71,13.11,6.9,395969,11289.89,High income
524,Malta,2003,78.55,65.88,4.9,2.5,27.49,26.95,7.9,12.28,7.49,398582,13669.5,High income
523,Malta,2004,79.25,64.77,4.7,2.5,27.56,26.95,8.05,13.37,7.32,401268,15197.06,High income
522,Malta,2005,79.3,64.16,4.7,2.3,27.63,26.94,8.66,14.12,6.92,403834,15888.17,High income
521,Malta,2006,79.44,63.64,4.7,2.4,27.69,26.93,8.81,14.3,6.8,405308,16723.88,High income
520,Malta,2007,79.79,63.01,4.6,2.0,27.74,26.91,8.17,13.33,6.47,406724,19485.87,High income
519,Malta,2008,79.64,62.05,4.7,2.0,27.78,26.89,7.86,12.07,5.98,409379,22205.36,High income
516,Malta,2011,80.75,58.16,4.5,1.9,27.87,26.81,8.45,12.98,6.39,416268,23155.1,High income
517,Malta,2010,81.4,59.54,4.6,1.9,27.85,26.84,7.95,12.79,6.86,414508,21798.91,High income
515,Malta,2012,80.75,56.79,4.5,2.2,27.89,26.77,8.38,13.05,6.2,420028,22526.54,High income
514,Malta,2013,81.75,56.28,4.5,2.2,27.91,26.73,8.5,14.06,6.12,425967,24769.6,High income
513,Malta,2014,82.05,55.51,4.5,1.9,27.92,26.68,9.09,13.9,5.74,434558,26753.27,High income
512,Malta,2015,81.9,55.13,4.7,1.9,27.94,26.64,8.9,14.05,5.39,445053,24921.71,High income
527,Malta,2000,78.35,71.47,5.0,2.9,27.27,26.93,6.57,11.78,6.32,390087,10432.33,High income
518,Malta,2009,80.24,61.08,4.6,2.0,27.82,26.87,7.92,12.5,6.9,412477,21083.28,High income
526,Malta,2001,78.84,69.58,5.0,2.5,27.34,26.94,7.0,11.58,7.11,393028,10402.23,High income
537,Montenegro,2006,73.84,127.4,6.3,3.2,26.22,25.68,,,24.84,615025,4425.68,Upper-middle income
529,Montenegro,2014,76.44,102.5,3.0,1.5,26.98,26.18,8.0,10.98,18.05,621810,7387.87,Upper-middle income
530,Montenegro,2013,76.49,105.2,3.3,1.9,26.88,26.12,8.47,10.69,19.58,621207,7188.86,Upper-middle income
531,Montenegro,2012,76.2,107.7,3.6,1.9,26.79,26.06,8.3,11.61,19.81,620601,6586.4,Upper-middle income
532,Montenegro,2011,75.98,110.3,4.0,2.2,26.7,26.0,7.97,10.73,19.76,620079,7328.79,Upper-middle income
533,Montenegro,2010,75.99,113.5,4.4,2.3,26.61,25.94,,,19.65,619428,6688.4,Upper-middle income
534,Montenegro,2009,75.14,116.8,4.9,2.7,26.51,25.88,,,19.09,618294,6727.11,Upper-middle income
535,Montenegro,2008,75.14,120.2,5.4,3.0,26.42,25.82,,,17.15,616969,7367.75,Upper-middle income
536,Montenegro,2007,74.34,123.6,5.9,3.1,26.32,25.75,,,19.4,615875,5976.39,Upper-middle income
538,Montenegro,2005,73.98,130.6,6.9,3.8,26.12,25.61,,,30.31,614261,3674.62,Upper-middle income
539,Montenegro,2004,74.56,133.2,7.4,4.0,26.01,25.53,,,30.32,613353,3380.17,Upper-middle income
540,Montenegro,2003,73.93,134.3,7.8,4.3,25.91,25.45,,,30.32,612267,2789.16,Upper-middle income
541,Montenegro,2002,73.91,135.8,8.1,4.7,25.8,25.38,,,30.28,609828,2106.64,Upper-middle income
543,Montenegro,2000,73.82,138.0,9.0,5.5,25.59,25.22,,,30.25,604950,1627.07,Upper-middle income
528,Montenegro,2015,76.45,100.3,2.7,1.5,27.08,26.24,9.02,11.63,17.56,622159,6517.19,Upper-middle income
542,Montenegro,2001,74.07,136.7,8.7,4.9,25.7,25.3,,,30.31,607389,1909.6,Upper-middle income
80,Netherlands,2015,81.51,58.02,2.5,1.4,26.13,25.26,10.32,15.2,6.87,16939923,45193.4,High income
82,Netherlands,2013,81.3,60.78,2.7,1.4,26.09,25.27,10.58,15.59,7.24,16804432,52198.9,High income
81,Netherlands,2014,81.71,58.9,2.6,1.5,26.11,25.27,10.57,15.55,7.42,16865008,52900.54,High income
95,Netherlands,2000,77.99,83.7,3.8,2.3,25.32,24.93,7.71,12.53,2.72,15925513,26214.5,High income
94,Netherlands,2001,78.19,81.87,3.8,2.2,25.41,24.98,8.06,13.0,2.12,16046180,26896.55,High income
93,Netherlands,2002,78.29,80.44,3.8,2.1,25.5,25.03,8.65,13.83,2.55,16148929,29343.24,High income
91,Netherlands,2004,79.1,76.38,3.5,2.0,25.66,25.12,9.11,14.29,4.65,16281779,40436.62,High income
90,Netherlands,2005,79.35,72.06,3.3,1.8,25.74,25.16,9.1,14.59,5.87,16319868,41994.71,High income
92,Netherlands,2003,78.49,79.68,3.6,2.0,25.58,25.08,9.06,14.19,3.59,16225302,35750.97,High income
88,Netherlands,2007,80.1,67.94,3.1,1.9,25.87,25.21,9.05,13.97,4.15,16381696,51799.21,High income
87,Netherlands,2008,80.25,68.02,2.9,1.8,25.93,25.24,9.28,14.42,3.65,16445593,57879.94,High income
86,Netherlands,2009,80.55,65.7,2.8,1.7,25.97,25.25,9.99,14.2,4.35,16530388,52722.21,High income
85,Netherlands,2010,80.7,64.53,2.8,1.8,26.01,25.26,10.16,14.42,4.99,16615394,50999.75,High income
84,Netherlands,2011,81.2,63.85,2.6,1.7,26.04,25.27,10.23,14.84,4.98,16693074,54230.31,High income
83,Netherlands,2012,81.1,62.82,2.7,1.5,26.07,25.27,10.54,15.34,5.82,16754962,50070.14,High income
89,Netherlands,2006,79.7,70.26,3.3,1.7,25.81,25.19,9.08,13.81,5.0,16346101,44900.94,High income
392,Norway,2007,80.4,67.13,2.1,1.6,26.86,25.83,8.02,16.14,2.49,4709153,85502.27,High income
397,Norway,2002,78.99,79.02,2.6,2.0,26.37,25.52,8.98,15.81,4.02,4538159,43170.56,High income
396,Norway,2003,79.39,75.99,2.5,1.9,26.48,25.59,9.19,15.86,4.22,4564855,50250.33,High income
395,Norway,2004,79.84,74.52,2.4,1.8,26.58,25.65,8.8,16.12,4.26,4591910,57768.7,High income
394,Norway,2005,80.04,71.8,2.2,1.8,26.67,25.71,8.3,16.28,4.38,4623291,67047.17,High income
393,Norway,2006,80.34,69.73,2.1,1.7,26.77,25.77,7.88,16.01,3.4,4660677,74434.5,High income
391,Norway,2008,80.59,66.38,2.1,1.4,26.94,25.89,7.92,16.51,2.55,4768212,97503.54,High income
384,Norway,2015,82.3,53.7,1.7,1.2,27.38,26.22,10.07,17.58,4.3,5188607,74809.97,High income
389,Norway,2010,81.0,64.64,1.8,1.3,27.09,25.99,8.86,16.61,3.52,4889252,88163.21,High income
388,Norway,2011,81.3,65.86,1.7,1.3,27.15,26.04,8.73,16.79,3.22,4953088,101221.81,High income
387,Norway,2012,81.45,59.16,1.7,1.2,27.21,26.08,8.72,17.18,3.12,5018573,102175.92,High income
386,Norway,2013,81.75,60.16,1.8,1.1,27.27,26.13,8.87,17.1,3.42,5079623,103553.84,High income
385,Norway,2014,82.1,56.62,1.7,1.1,27.33,26.18,9.28,17.23,3.48,5137232,97666.7,High income
398,Norway,2001,78.79,80.44,2.6,2.2,26.27,25.45,8.01,15.03,3.74,4513751,38601.9,High income
390,Norway,2009,80.8,66.57,1.9,1.3,27.01,25.94,9.03,16.48,3.1,4828726,80347.57,High income
399,Norway,2000,78.63,84.58,2.9,2.1,26.17,25.37,7.7,14.85,3.46,4490967,38178.24,High income
176,Poland,2015,77.45,116.2,2.9,1.9,27.49,26.09,6.4,10.64,7.5,37986412,12560.05,Upper-middle income
177,Poland,2014,77.6,116.0,2.9,2.1,27.35,26.03,6.43,10.48,8.99,38011735,14181.95,Upper-middle income
178,Poland,2013,77.0,122.0,3.1,2.1,27.21,25.98,6.48,10.49,10.33,38040196,13558.34,Upper-middle income
191,Poland,2000,73.75,153.1,5.8,3.7,25.77,25.36,5.29,8.38,16.31,38258629,4501.48,Upper-middle income
190,Poland,2001,74.2,149.0,5.4,3.5,25.85,25.39,5.67,8.89,18.37,38248076,4991.24,Upper-middle income
189,Poland,2002,74.5,144.7,5.3,3.4,25.94,25.42,6.07,9.39,19.9,38230364,5207.13,Upper-middle income
187,Poland,2004,74.85,143.9,4.9,3.1,26.13,25.51,5.87,9.11,19.07,38182222,6681.31,Upper-middle income
186,Poland,2005,75.0,144.2,4.7,2.9,26.24,25.55,5.81,9.0,17.75,38165445,8021.55,Upper-middle income
188,Poland,2003,74.6,142.4,5.1,3.1,26.03,25.46,5.95,8.95,19.37,38204570,5701.64,Upper-middle income
184,Poland,2007,75.24,145.0,4.2,2.8,26.47,25.66,5.87,9.54,9.6,38120560,11254.31,Upper-middle income
183,Poland,2008,75.54,141.9,4.0,2.6,26.58,25.71,6.38,10.28,7.12,38125759,13995.78,Upper-middle income
182,Poland,2009,75.7,137.1,3.7,2.5,26.7,25.76,6.59,10.5,8.17,38151603,11525.9,Upper-middle income
181,Poland,2010,76.25,130.9,3.5,2.3,26.82,25.82,6.47,9.98,9.64,38042794,12504.25,Upper-middle income
180,Poland,2011,76.7,128.9,3.4,2.2,26.95,25.87,6.29,10.05,9.63,38063255,13776.39,Upper-middle income
179,Poland,2012,76.75,126.9,3.2,2.2,27.08,25.92,6.27,10.07,10.09,38063164,13010.76,Upper-middle income
185,Poland,2006,75.14,144.9,4.3,2.9,26.35,25.61,5.8,9.0,13.84,38141267,9035.53,Upper-middle income
557,Portugal,2002,77.07,106.9,2.9,3.2,25.99,25.55,8.79,14.46,4.5,10419631,12936.69,High income
545,Portugal,2014,81.12,76.92,2.3,1.4,26.3,25.39,9.34,11.15,13.9,10401062,22103.7,High income
546,Portugal,2013,80.72,78.61,2.3,1.4,26.32,25.43,9.4,11.73,16.19,10457295,21653.2,High income
559,Portugal,2000,76.31,110.5,3.3,3.8,25.8,25.5,8.6,14.06,3.81,10289898,11526.37,High income
558,Portugal,2001,76.81,109.5,3.2,3.4,25.9,25.53,8.63,13.72,3.83,10362722,11734.76,High income
556,Portugal,2003,77.22,104.3,2.8,2.8,26.07,25.57,9.12,14.2,6.13,10458821,15797.78,High income
549,Portugal,2010,79.03,86.23,2.2,1.7,26.35,25.53,10.03,12.86,10.77,10573100,22520.64,High income
554,Portugal,2005,78.07,99.76,2.3,2.3,26.21,25.59,9.65,14.64,7.58,10503330,18780.13,High income
553,Portugal,2006,78.42,94.81,2.2,2.4,26.26,25.59,9.35,13.12,7.65,10522288,19839.45,High income
552,Portugal,2007,78.32,92.19,2.1,2.2,26.3,25.58,9.25,13.03,7.97,10542964,22811.06,High income
551,Portugal,2008,78.52,89.88,2.1,2.2,26.33,25.57,9.58,13.21,7.55,10558177,24949.04,High income
550,Portugal,2009,78.73,88.35,2.0,1.9,26.34,25.55,10.13,12.87,9.43,10568247,23151.22,High income
555,Portugal,2004,77.67,98.78,2.4,2.5,26.14,25.58,9.53,14.55,6.32,10483861,18064.16,High income
548,Portugal,2011,80.47,83.97,2.2,1.7,26.34,25.5,9.73,12.55,12.68,10557560,23217.3,High income
544,Portugal,2015,81.12,73.03,2.3,1.6,26.29,25.34,9.32,11.91,12.45,10358076,19250.11,High income
547,Portugal,2012,80.37,80.73,2.3,1.5,26.33,25.46,9.65,12.1,15.53,10514844,20563.71,High income
192,Republic of Moldova,2015,69.24,182.9,11.9,4.3,26.69,27.54,8.56,12.21,1.78,2835978,2749.55,Lower-middle income
193,Republic of Moldova,2014,69.03,180.9,12.2,4.2,26.61,27.49,8.63,12.76,1.45,2857815,3289.96,Lower-middle income
194,Republic of Moldova,2013,69.1,175.5,12.3,4.2,26.52,27.45,8.68,12.5,1.89,2859558,3321.04,Lower-middle income
195,Republic of Moldova,2012,69.14,193.1,12.5,4.2,26.43,27.4,9.14,13.17,2.19,2860324,3044.81,Lower-middle income
196,Republic of Moldova,2011,69.19,197.4,12.7,4.2,26.35,27.36,9.1,13.04,2.68,2860699,2941.36,Lower-middle income
197,Republic of Moldova,2010,69.36,242.9,12.7,4.4,26.27,27.31,10.13,13.63,2.97,2862354,2436.8,Lower-middle income
198,Republic of Moldova,2009,69.57,238.3,12.9,4.3,26.18,27.26,13.68,12.88,3.02,2865213,1898.44,Lower-middle income
199,Republic of Moldova,2008,69.39,245.6,12.8,4.5,26.09,27.21,10.95,12.72,2.1,2868833,2110.55,Lower-middle income
200,Republic of Moldova,2007,68.95,254.2,13.0,4.7,26.0,27.16,11.02,13.18,2.75,2874299,1531.22,Lower-middle income
201,Republic of Moldova,2006,68.48,258.0,13.4,5.3,25.9,27.1,10.54,12.89,4.26,2880967,1183.02,Lower-middle income
202,Republic of Moldova,2005,68.17,265.0,13.7,5.9,25.81,27.04,9.56,13.58,5.63,2888985,1034.39,Lower-middle income
203,Republic of Moldova,2004,67.86,244.1,14.6,6.8,25.71,26.98,8.97,15.25,6.37,2896023,897.18,Lower-middle income
204,Republic of Moldova,2003,67.42,249.4,15.6,7.8,25.61,26.91,7.02,9.59,6.38,2903198,682.32,Lower-middle income
205,Republic of Moldova,2002,66.94,249.1,17.1,8.9,25.51,26.84,7.4,11.54,6.84,2911385,570.8,Lower-middle income
206,Republic of Moldova,2001,66.79,248.9,19.0,10.6,25.41,26.77,6.23,9.71,7.37,2918135,507.4,Lower-middle income
207,Republic of Moldova,2000,66.42,254.1,20.8,12.1,25.32,26.7,5.93,8.53,8.54,2924668,440.54,Lower-middle income
222,Romania,2001,71.16,174.0,10.0,11.1,24.96,25.37,4.38,9.61,6.56,22131970,1825.19,Upper-middle income
221,Romania,2002,71.01,177.1,9.8,10.8,25.09,25.45,4.58,10.55,8.11,21730496,2119.86,Upper-middle income
220,Romania,2003,71.31,173.5,9.5,10.5,25.22,25.54,5.37,13.0,6.95,21574326,2679.41,Upper-middle income
219,Romania,2004,71.56,165.6,9.2,9.9,25.35,25.64,5.48,11.96,7.72,21451748,3494.99,Upper-middle income
218,Romania,2005,71.91,161.0,8.5,9.3,25.5,25.74,5.53,13.16,7.17,21319685,4618.0,Upper-middle income
217,Romania,2006,72.16,156.2,7.7,8.4,25.65,25.85,5.07,11.28,7.27,21193760,5757.53,Upper-middle income
216,Romania,2007,72.57,153.0,6.8,7.5,25.8,25.96,5.02,10.9,6.41,20882982,8360.34,Upper-middle income
