,country,year,life_expectancy,adult_mortality,infant_deaths,under_five_deaths,bmi_male,bmi_female,health_expenditure_percentage,total_expenditure,population,gdp_per_capita,gni,region,sub_region,income_class
459,Luxembourg,2004,79.12,81.2,2.1,1.7,26.57,25.43,7.28,14.09,458095,76544.92,62680.0,European region,Western Europe,High income
460,Luxembourg,2003,77.73,83.87,2.0,1.8,26.49,25.38,6.96,13.47,451630,65689.32,46050.0,European region,Western Europe,High income
461,Luxembourg,2002,77.97,85.74,2.3,2.1,26.4,25.34,6.76,13.59,446175,53005.73,42520.0,European region,Western Europe,High income
462,Luxembourg,2001,77.82,88.37,2.4,2.0,26.31,25.29,6.38,14.06,441525,48440.14,45000.0,European region,Western Europe,High income
463,Luxembourg,2000,77.87,90.51,2.4,2.4,26.23,25.25,5.93,12.99,436300,48659.6,45690.0,European region,Western Europe,High income
464,Malta,2015,81.9,55.13,4.7,1.9,27.94,26.64,8.9,14.05,445053,24921.71,25420.0,European region,Southern Europe,High income
465,Malta,2014,82.05,55.51,4.5,1.9,27.92,26.68,9.09,13.9,434558,26753.27,24530.0,European region,Southern Europe,High income
466,Malta,2013,81.75,56.28,4.5,2.2,27.91,26.73,8.5,14.06,425967,24769.6,23270.0,European region,Southern Europe,High income
467,Malta,2012,80.75,56.79,4.5,2.2,27.89,26.77,8.38,13.05,420028,22526.54,22450.0,European region,Southern Europe,High income
468,Malta,2011,80.75,58.16,4.5,1.9,27.87,26.81,8.45,12.98,416268,23155.1,22030.0,European region,Southern Europe,High income
469,Malta,2010,81.4,59.54,4.6,1.9,27.85,26.84,7.95,12.79,414508,21798.91,21390.0,European region,Southern Europe,High income
470,Malta,2009,80.24,61.08,4.6,2.0,27.82,26.87,7.92,12.5,412477,21083.28,20050.0,European region,Southern Europe,High income
471,Malta,2008,79.64,62.05,4.7,2.0,27.78,26.89,7.86,12.07,409379,22205.36,20290.0,European region,Southern Europe,High income
472,Malta,2007,79.79,63.01,4.6,2.0,27.74,26.91,8.17,13.33,406724,19485.87,17990.0,European region,Southern Europe,High income
473,Malta,2006,79.44,63.64,4.7,2.4,27.69,26.93,8.81,14.3,405308,16723.88,16330.0,European region,Southern Europe,High income
474,Malta,2005,79.3,64.16,4.7,2.3,27.63,26.94,8.66,14.12,403834,15888.17,15380.0,European region,Southern Europe,High income
475,Malta,2004,79.25,64.77,4.7,2.5,27.56,26.95,8.05,13.37,401268,15197.06,14200.0,European region,Southern Europe,High income
476,Malta,2003,78.55,65.88,4.9,2.5,27.49,26.95,7.9,12.28,398582,13669.5,12210.0,European region,Southern Europe,High income
477,Malta,2002,78.74,67.68,4.7,2.7,27.42,26.95,7.71,13.11,395969,11289.89,10770.0,European region,Southern Europe,High income
478,Malta,2001,78.84,69.58,5.0,2.5,27.34,26.94,7.0,11.58,393028,10402.23,11030.0,European region,Southern Europe,High income
479,Malta,2000,78.35,71.47,5.0,2.9,27.27,26.93,6.57,11.78,390087,10432.33,11480.0,European region,Southern Europe,High income
480,Netherlands,2015,81.51,58.02,2.5,1.4,26.13,25.26,10.32,15.2,16939923,45193.4,49250.0,European region,Western Europe,High income
481,Netherlands,2014,81.71,58.9,2.6,1.5,26.11,25.27,10.57,15.55,16865008,52900.54,51600.0,European region,Western Europe,High income
482,Netherlands,2013,81.3,60.78,2.7,1.4,26.09,25.27,10.58,15.59,16804432,52198.9,51960.0,European region,Western Europe,High income
483,Netherlands,2012,81.1,62.82,2.7,1.5,26.07,25.27,10.54,15.34,16754962,50070.14,51530.0,European region,Western Europe,High income
484,Netherlands,2011,81.2,63.85,2.6,1.7,26.04,25.27,10.23,14.84,16693074,54230.31,53680.0,European region,Western Europe,High income
485,Netherlands,2010,80.7,64.53,2.8,1.8,26.01,25.26,10.16,14.42,16615394,50999.75,53470.0,European region,Western Europe,High income
486,Netherlands,2009,80.55,65.7,2.8,1.7,25.97,25.25,9.99,14.2,16530388,52722.21,52220.0,European region,Western Europe,High income
487,Netherlands,2008,80.25,68.02,2.9,1.8,25.93,25.24,9.28,14.42,16445593,57879.94,51640.0,European region,Western Europe,High income
488,Netherlands,2007,80.1,67.94,3.1,1.9,25.87,25.21,9.05,13.97,16381696,51799.21,48620.0,European region,Western Europe,High income
489,Netherlands,2006,79.7,70.26,3.3,1.7,25.81,25.19,9.08,13.81,16346101,44900.94,45270.0,European region,Western Europe,High income
490,Netherlands,2005,79.35,72.06,3.3,1.8,25.74,25.16,9.1,14.59,16319868,41994.71,41970.0,European region,Western Europe,High income
491,Netherlands,2004,79.1,76.38,3.5,2.0,25.66,25.12,9.11,14.29,16281779,40436.62,36610.0,European region,Western Europe,High income
492,Netherlands,2003,78.49,79.68,3.6,2.0,25.58,25.08,9.06,14.19,16225302,35750.97,30260.0,European region,Western Europe,High income
493,Netherlands,2002,78.29,80.44,3.8,2.1,25.5,25.03,8.65,13.83,16148929,29343.24,26360.0,European region,Western Europe,High income
494,Netherlands,2001,78.19,81.87,3.8,2.2,25.41,24.98,8.06,13.0,16046180,26896.55,26820.0,European region,Western Europe,High income
495,Netherlands,2000,77.99,83.7,3.8,2.3,25.32,24.93,7.71,12.53,15925513,26214.5,28190.0,European region,Western Europe,High income
496,New Zealand,2015,81.61,65.82,3.1,2.4,28.23,28.03,9.28,18.89,4609400,38639.35,40650.0,Oceania region,Australia and New Zealand,High income
497,New Zealand,2014,81.46,66.01,3.2,2.4,28.17,27.95,9.4,19.46,4516500,44578.23,41680.0,Oceania region,Australia and New Zealand,High income
498,New Zealand,2013,81.4,66.92,3.3,2.5,28.11,27.87,9.36,19.2,4442100,42977.39,39950.0,Oceania region,Australia and New Zealand,High income
499,New Zealand,2012,81.41,68.12,3.2,2.8,28.05,27.79,9.65,19.18,4408100,39974.3,36710.0,Oceania region,Australia and New Zealand,High income
500,New Zealand,2011,81.16,69.53,3.3,2.9,27.99,27.71,9.52,17.85,4384000,38388.53,32220.0,Oceania region,Australia and New Zealand,High income
501,New Zealand,2010,80.9,70.74,3.1,3.1,27.93,27.63,9.59,17.6,4350700,33676.77,29670.0,Oceania region,Australia and New Zealand,High income
502,New Zealand,2009,80.7,70.89,3.0,3.1,27.85,27.54,9.62,18.72,4302600,28209.36,29690.0,Oceania region,Australia and New Zealand,High income
503,New Zealand,2008,80.35,72.55,3.1,3.2,27.77,27.46,9.12,18.36,4259800,31252.96,28610.0,Oceania region,Australia and New Zealand,High income
504,New Zealand,2007,80.15,75.54,3.0,3.4,27.69,27.36,8.33,18.14,4223800,32479.98,28150.0,Oceania region,Australia and New Zealand,High income
505,New Zealand,2006,80.05,75.19,3.0,3.4,27.6,27.27,8.64,17.94,4184600,26654.59,26380.0,Oceania region,Australia and New Zealand,High income
506,New Zealand,2005,79.85,77.51,3.2,3.2,27.5,27.17,8.27,17.38,4133900,27751.07,25450.0,Oceania region,Australia and New Zealand,High income
507,New Zealand,2004,79.55,78.7,3.3,3.2,27.4,27.07,7.9,17.0,4087500,25420.23,21530.0,Oceania region,Australia and New Zealand,High income
508,New Zealand,2003,79.15,82.08,3.2,3.5,27.29,26.96,7.72,16.22,4027200,21913.71,16990.0,Oceania region,Australia and New Zealand,High income
509,New Zealand,2002,78.85,83.46,3.5,3.7,27.18,26.85,7.9,16.28,3948500,16874.19,14170.0,Oceania region,Australia and New Zealand,High income
510,New Zealand,2001,78.69,83.79,3.3,3.8,27.06,26.73,7.58,15.17,3880500,13882.86,13800.0,Oceania region,Australia and New Zealand,High income
511,New Zealand,2000,78.64,86.04,3.6,3.9,26.95,26.61,7.47,14.71,3857700,13641.1,14070.0,Oceania region,Australia and New Zealand,High income
512,Norway,2015,82.3,53.7,1.7,1.2,27.38,26.22,10.07,17.58,5188607,74809.97,93440.0,European region,Northern Europe,High income
513,Norway,2014,82.1,56.62,1.7,1.1,27.33,26.18,9.28,17.23,5137232,97666.7,105070.0,European region,Northern Europe,High income
514,Norway,2013,81.75,60.16,1.8,1.1,27.27,26.13,8.87,17.1,5079623,103553.84,104830.0,European region,Northern Europe,High income
515,Norway,2012,81.45,59.16,1.7,1.2,27.21,26.08,8.72,17.18,5018573,102175.92,99750.0,European region,Northern Europe,High income
516,Norway,2011,81.3,65.86,1.7,1.3,27.15,26.04,8.73,16.79,4953088,101221.81,90920.0,European region,Northern Europe,High income
517,Norway,2010,81.0,64.64,1.8,1.3,27.09,25.99,8.86,16.61,4889252,88163.21,88940.0,European region,Northern Europe,High income
518,Norway,2009,80.8,66.57,1.9,1.3,27.01,25.94,9.03,16.48,4828726,80347.57,88130.0,European region,Northern Europe,High income
519,Norway,2008,80.59,66.38,2.1,1.4,26.94,25.89,7.92,16.51,4768212,97503.54,87850.0,European region,Northern Europe,High income
520,Norway,2007,80.4,67.13,2.1,1.6,26.86,25.83,8.02,16.14,4709153,85502.27,78750.0,European region,Northern Europe,High income
521,Norway,2006,80.34,69.73,2.1,1.7,26.77,25.77,7.88,16.01,4660677,74434.5,70300.0,European region,Northern Europe,High income
522,Norway,2005,80.04,71.8,2.2,1.8,26.67,25.71,8.3,16.28,4623291,67047.17,64050.0,European region,Northern Europe,High income
523,Norway,2004,79.84,74.52,2.4,1.8,26.58,25.65,8.8,16.12,4591910,57768.7,54290.0,European region,Northern Europe,High income
524,Norway,2003,79.39,75.99,2.5,1.9,26.48,25.59,9.19,15.86,4564855,50250.33,44830.0,European region,Northern Europe,High income
525,Norway,2002,78.99,79.02,2.6,2.0,26.37,25.52,8.98,15.81,4538159,43170.56,39930.0,European region,Northern Europe,High income
526,Norway,2001,78.79,80.44,2.6,2.2,26.27,25.45,8.01,15.03,4513751,38601.9,38280.0,European region,Northern Europe,High income
527,Norway,2000,78.63,84.58,2.9,2.1,26.17,25.37,7.7,14.85,4490967,38178.24,36600.0,European region,Northern Europe,High income
528,Oman,2015,77.69,113.1,5.0,5.9,26.43,26.43,4.08,8.26,4191776,18777.43,20550.0,Asian region,Western Asia (Middle East),High income
529,Oman,2014,77.45,117.6,5.0,5.9,26.33,26.4,3.14,6.81,4009267,23121.21,22060.0,Asian region,Western Asia (Middle East),High income
530,Oman,2013,77.25,122.4,5.0,5.8,26.24,26.37,2.51,5.58,3816680,23563.94,22920.0,Asian region,Western Asia (Middle East),High income
531,Oman,2012,77.06,126.4,5.0,5.7,26.14,26.34,2.28,4.88,3535579,24722.64,21960.0,Asian region,Western Asia (Middle East),High income
532,Oman,2011,76.61,129.2,5.1,5.8,26.05,26.31,2.24,5.3,3206870,24166.1,20820.0,Asian region,Western Asia (Middle East),High income
533,Oman,2010,76.27,131.8,5.2,5.9,25.95,26.29,2.48,6.7,2881914,22552.2,22510.0,Asian region,Western Asia (Middle East),High income
534,Oman,2009,74.68,136.4,5.2,6.1,25.86,26.26,2.47,6.02,2697537,17937.98,22010.0,Asian region,Western Asia (Middle East),High income
535,Oman,2008,74.61,139.8,5.2,6.1,25.77,26.24,1.76,5.41,2651028,22974.28,21190.0,Asian region,Western Asia (Middle East),High income
536,Oman,2007,74.46,143.2,5.3,6.4,25.69,26.22,2.11,5.58,2605700,16151.28,17290.0,Asian region,Western Asia (Middle East),High income
537,Oman,2006,74.48,144.2,5.5,6.7,25.61,26.21,2.02,5.42,2560649,14533.73,14850.0,Asian region,Western Asia (Middle East),High income
538,Oman,2005,74.4,146.7,5.6,6.8,25.54,26.2,2.26,6.09,2515192,12357.7,12590.0,Asian region,Western Asia (Middle East),High income
539,Oman,2004,74.33,149.5,5.8,7.3,25.47,26.19,2.6,6.24,2468855,10030.44,11050.0,Asian region,Western Asia (Middle East),High income
540,Oman,2003,74.14,149.9,6.0,7.7,25.4,26.18,2.78,6.77,2431600,8896.9,9640.0,Asian region,Western Asia (Middle East),High income
541,Oman,2002,73.87,152.4,6.3,8.2,25.34,26.17,2.78,6.79,2403659,8380.04,9210.0,Asian region,Western Asia (Middle East),High income
542,Oman,2001,73.81,153.6,6.8,8.9,25.27,26.16,2.7,6.66,2374653,8191.51,8980.0,Asian region,Western Asia (Middle East),High income
543,Oman,2000,73.47,157.2,7.3,9.5,25.19,26.14,2.68,7.03,2344253,8321.39,8070.0,Asian region,Western Asia (Middle East),High income
544,Poland,2015,77.45,116.2,2.9,1.9,27.49,26.09,6.4,10.64,37986412,12560.05,13320.0,European region,Eastern Europe,High income
545,Poland,2014,77.6,116.0,2.9,2.1,27.35,26.03,6.43,10.48,38011735,14181.95,13540.0,European region,Eastern Europe,High income
546,Poland,2013,77.0,122.0,3.1,2.1,27.21,25.98,6.48,10.49,38040196,13558.34,13290.0,European region,Eastern Europe,High income
547,Poland,2012,76.75,126.9,3.2,2.2,27.08,25.92,6.27,10.07,38063164,13010.76,13170.0,European region,Eastern Europe,High income
548,Poland,2011,76.7,128.9,3.4,2.2,26.95,25.87,6.29,10.05,38063255,13776.39,12900.0,European region,Eastern Europe,High income
549,Poland,2010,76.25,130.9,3.5,2.3,26.82,25.82,6.47,9.98,38042794,12504.25,12730.0,European region,Eastern Europe,High income
550,Poland,2009,75.7,137.1,3.7,2.5,26.7,25.76,6.59,10.5,38151603,11525.9,12520.0,European region,Eastern Europe,High income
551,Poland,2008,75.54,141.9,4.0,2.6,26.58,25.71,6.38,10.28,38125759,13995.78,11980.0,European region,Eastern Europe,High income
552,Poland,2007,75.24,145.0,4.2,2.8,26.47,25.66,5.87,9.54,38120560,11254.31,9940.0,European region,Eastern Europe,High income
553,Poland,2006,75.14,144.9,4.3,2.9,26.35,25.61,5.8,9.0,38141267,9035.53,8450.0,European region,Eastern Europe,High income
554,Poland,2005,75.0,144.2,4.7,2.9,26.24,25.55,5.81,9.0,38165445,8021.55,7340.0,European region,Eastern Europe,High income
555,Poland,2004,74.85,143.9,4.9,3.1,26.13,25.51,5.87,9.11,38182222,6681.31,6290.0,European region,Eastern Europe,High income
556,Poland,2003,74.6,142.4,5.1,3.1,26.03,25.46,5.95,8.95,38204570,5701.64,5510.0,European region,Eastern Europe,High income
557,Poland,2002,74.5,144.7,5.3,3.4,25.94,25.42,6.07,9.39,38230364,5207.13,4890.0,European region,Eastern Europe,High income
558,Poland,2001,74.2,149.0,5.4,3.5,25.85,25.39,5.67,8.89,38248076,4991.24,4720.0,European region,Eastern Europe,High income
559,Poland,2000,73.75,153.1,5.8,3.7,25.77,25.36,5.29,8.38,38258629,4501.48,4690.0,European region,Eastern Europe,High income
560,Portugal,2015,81.12,73.03,2.3,1.6,26.29,25.34,9.32,11.91,10358076,19250.11,20460.0,European region,Southern Europe,High income
561,Portugal,2014,81.12,76.92,2.3,1.4,26.3,25.39,9.34,11.15,10401062,22103.7,21200.0,European region,Southern Europe,High income
562,Portugal,2013,80.72,78.61,2.3,1.4,26.32,25.43,9.4,11.73,10457295,21653.2,21380.0,European region,Southern Europe,High income
563,Portugal,2012,80.37,80.73,2.3,1.5,26.33,25.46,9.65,12.1,10514844,20563.71,21160.0,European region,Southern Europe,High income
564,Portugal,2011,80.47,83.97,2.2,1.7,26.34,25.5,9.73,12.55,10557560,23217.3,22760.0,European region,Southern Europe,High income
565,Portugal,2010,79.03,86.23,2.2,1.7,26.35,25.53,10.03,12.86,10573100,22520.64,23010.0,European region,Southern Europe,High income
566,Portugal,2009,78.73,88.35,2.0,1.9,26.34,25.55,10.13,12.87,10568247,23151.22,22990.0,European region,Southern Europe,High income
567,Portugal,2008,78.52,89.88,2.1,2.2,26.33,25.57,9.58,13.21,10558177,24949.04,22640.0,European region,Southern Europe,High income
568,Portugal,2007,78.32,92.19,2.1,2.2,26.3,25.58,9.25,13.03,10542964,22811.06,20860.0,European region,Southern Europe,High income
569,Portugal,2006,78.42,94.81,2.2,2.4,26.26,25.59,9.35,13.12,10522288,19839.45,19410.0,European region,Southern Europe,High income
570,Portugal,2005,78.07,99.76,2.3,2.3,26.21,25.59,9.65,14.64,10503330,18780.13,18600.0,European region,Southern Europe,High income
571,Portugal,2004,77.67,98.78,2.4,2.5,26.14,25.58,9.53,14.55,10483861,18064.16,16190.0,European region,Southern Europe,High income
572,Portugal,2003,77.22,104.3,2.8,2.8,26.07,25.57,9.12,14.2,10458821,15797.78,13290.0,European region,Southern Europe,High income
573,Portugal,2002,77.07,106.9,2.9,3.2,25.99,25.55,8.79,14.46,10419631,12936.69,11780.0,European region,Southern Europe,High income
574,Portugal,2001,76.81,109.5,3.2,3.4,25.9,25.53,8.63,13.72,10362722,11734.76,11850.0,European region,Southern Europe,High income
575,Portugal,2000,76.31,110.5,3.3,3.8,25.8,25.5,8.6,14.06,10289898,11526.37,12180.0,European region,Southern Europe,High income
576,Qatar,2015,80.06,76.25,3.9,3.9,28.83,30.28,3.64,8.29,2414573,66984.91,80370.0,Asian region,Western Asia (Middle East),High income
577,Qatar,2014,79.77,79.46,3.9,3.9,28.72,30.18,2.42,6.5,2214465,93126.15,92440.0,Asian region,Western Asia (Middle East),High income
578,Qatar,2013,79.54,82.47,4.1,3.9,28.61,30.08,2.08,6.18,2035501,97630.83,96800.0,Asian region,Western Asia (Middle East),High income
579,Qatar,2012,79.23,86.97,4.2,3.9,28.5,29.98,1.75,4.47,1905660,98041.36,92920.0,Asian region,Western Asia (Middle East),High income
580,Qatar,2011,78.89,91.7,4.4,4.0,28.39,29.88,1.6,4.13,1804171,92993.0,83890.0,Asian region,Western Asia (Middle East),High income
581,Qatar,2010,78.42,97.66,4.5,4.1,28.29,29.78,1.87,4.15,1713504,73021.31,73040.0,Asian region,Western Asia (Middle East),High income
582,Qatar,2009,77.88,104.6,4.6,4.1,28.18,29.68,2.38,4.65,1610274,60733.98,63010.0,Asian region,Western Asia (Middle East),High income
583,Qatar,2008,77.43,109.8,4.8,4.1,28.08,29.58,1.64,5.19,1444277,79811.6,66030.0,Asian region,Western Asia (Middle East),High income
584,Qatar,2007,77.02,115.3,4.9,4.3,27.98,29.49,2.07,5.25,1231893,64706.99,58500.0,Asian region,Western Asia (Middle East),High income
585,Qatar,2006,76.57,119.3,5.1,4.4,27.88,29.4,2.29,5.8,1015060,59978.86,53410.0,Asian region,Western Asia (Middle East),High income
586,Qatar,2005,76.06,121.0,5.5,4.6,27.79,29.32,2.56,6.62,848710,52468.45,40110.0,Asian region,Western Asia (Middle East),High income
587,Qatar,2004,75.96,121.0,5.5,4.9,27.7,29.23,3.18,7.98,777943,40792.28,35220.0,Asian region,Western Asia (Middle East),High income
588,Qatar,2003,75.56,124.2,5.9,5.1,27.61,29.15,3.5,9.22,748525,31440.22,28090.0,Asian region,Western Asia (Middle East),High income
589,Qatar,2002,75.41,126.7,6.1,5.3,27.53,29.06,2.46,4.9,713186,27151.03,25590.0,Asian region,Western Asia (Middle East),High income
590,Qatar,2001,75.26,129.3,6.4,5.4,27.44,28.97,2.32,4.55,678831,25836.27,23090.0,Asian region,Western Asia (Middle East),High income
591,Qatar,2000,74.83,131.9,6.5,5.8,27.35,28.88,1.97,3.94,645937,27494.77,19620.0,Asian region,Western Asia (Middle East),High income
592,Republic of Korea,2015,82.02,61.84,1.6,1.9,24.4,23.15,6.59,12.21,51014947,28737.44,28720.0,Asian region,East Asia,High income
593,Republic of Korea,2014,81.72,65.64,1.7,1.9,24.33,23.14,6.4,11.84,50746659,29252.93,28160.0,Asian region,East Asia,High income
594,Republic of Korea,2013,81.27,68.68,1.7,2.1,24.27,23.12,6.15,11.63,50428893,27179.52,26970.0,Asian region,East Asia,High income
595,Republic of Korea,2012,80.82,71.5,1.7,2.2,24.2,23.11,6.03,11.1,50199853,25459.17,25650.0,Asian region,East Asia,High income
596,Republic of Korea,2011,80.57,75.73,1.7,2.3,24.14,23.1,5.91,11.21,49936638,25097.6,23580.0,Asian region,East Asia,High income
597,Republic of Korea,2010,80.12,78.97,1.7,2.4,24.08,23.08,5.82,11.48,49554112,23079.26,22280.0,Asian region,East Asia,High income
598,Republic of Korea,2009,79.97,80.91,1.7,2.6,24.02,23.07,5.66,10.27,49307835,19143.85,22040.0,Asian region,East Asia,High income
599,Republic of Korea,2008,79.52,81.87,1.8,2.9,23.96,23.06,5.25,10.02,49054708,21350.43,23860.0,Asian region,East Asia,High income
600,Republic of Korea,2007,79.12,84.09,2.0,2.9,23.9,23.05,4.95,10.39,48683638,24086.41,23440.0,Asian region,East Asia,High income
601,Republic of Korea,2006,78.67,86.15,2.1,3.2,23.84,23.03,4.85,9.86,48438292,21743.48,20800.0,Asian region,East Asia,High income
602,Republic of Korea,2005,78.17,90.59,2.3,3.2,23.77,23.02,4.55,9.11,48184561,19402.5,18520.0,Asian region,East Asia,High income
603,Republic of Korea,2004,77.67,95.16,2.5,3.6,23.7,23.0,4.27,8.52,48082519,16496.13,16200.0,Asian region,East Asia,High income
604,Republic of Korea,2003,77.21,100.1,2.7,3.7,23.63,22.99,4.28,7.67,47892330,14672.81,13790.0,Asian region,East Asia,High income
605,Republic of Korea,2002,76.77,104.1,2.9,4.0,23.55,22.97,4.01,9.09,47644736,13165.08,12850.0,Asian region,East Asia,High income
606,Republic of Korea,2001,76.41,109.8,3.1,4.0,23.47,22.95,4.3,9.44,47370164,11561.21,11950.0,Asian region,East Asia,High income
607,Republic of Korea,2000,75.91,117.5,3.3,4.4,23.39,22.92,3.86,8.28,47008111,12257.02,11030.0,Asian region,East Asia,High income
608,Saudi Arabia,2015,76.92,90.07,4.4,4.0,28.06,29.46,5.86,10.06,32749848,20442.36,25840.0,Asian region,Western Asia (Middle East),High income
609,Saudi Arabia,2014,76.76,88.54,4.7,4.2,27.98,29.41,5.16,9.28,32125564,23862.8,28440.0,Asian region,Western Asia (Middle East),High income
610,Saudi Arabia,2013,76.63,89.38,5.1,4.4,27.9,29.36,4.42,8.75,31482498,23945.51,28150.0,Asian region,Western Asia (Middle East),High income
611,Saudi Arabia,2012,76.46,94.35,5.5,4.7,27.82,29.31,3.99,8.26,30821543,24069.2,27320.0,Asian region,Western Asia (Middle East),High income
612,Saudi Arabia,2011,76.23,103.5,5.9,5.2,27.74,29.27,3.68,7.58,30150945,22441.57,23950.0,Asian region,Western Asia (Middle East),High income
613,Saudi Arabia,2010,75.76,115.7,6.3,5.6,27.66,29.22,3.65,6.84,29411929,17958.94,21820.0,Asian region,Western Asia (Middle East),High income
614,Saudi Arabia,2009,75.43,124.4,6.9,6.0,27.59,29.17,4.29,7.52,28483797,15064.63,19810.0,Asian region,Western Asia (Middle East),High income
615,Saudi Arabia,2008,75.27,132.2,7.2,6.3,27.51,29.13,2.97,7.08,27437353,18944.86,20540.0,Asian region,Western Asia (Middle East),High income
616,Saudi Arabia,2007,75.05,136.6,7.8,6.5,27.44,29.09,3.56,8.51,26400068,15756.19,17870.0,Asian region,Western Asia (Middle East),High income
617,Saudi Arabia,2006,74.81,135.9,8.3,7.1,27.38,29.04,3.62,9.69,25382870,14848.6,16250.0,Asian region,Western Asia (Middle East),High income
618,Saudi Arabia,2005,74.59,134.3,8.8,7.7,27.32,29.0,3.42,8.8,24397644,13462.76,14620.0,Asian region,Western Asia (Middle East),High income
619,Saudi Arabia,2004,74.15,132.8,9.3,8.0,27.26,28.96,3.58,8.24,23661808,10935.01,12880.0,Asian region,Western Asia (Middle East),High income
620,Saudi Arabia,2003,73.63,132.6,9.8,8.6,27.19,28.91,3.98,8.7,23150847,9321.81,11140.0,Asian region,Western Asia (Middle East),High income
621,Saudi Arabia,2002,73.34,131.7,10.3,9.2,27.13,28.85,4.25,8.57,22623415,8380.96,10310.0,Asian region,Western Asia (Middle East),High income
622,Saudi Arabia,2001,72.97,131.6,11.0,9.6,27.07,28.8,4.46,8.76,22085929,8337.33,10540.0,Asian region,Western Asia (Middle East),High income
623,Saudi Arabia,2000,72.47,131.6,11.6,10.2,27.01,28.73,4.21,9.16,21547390,8795.26,10450.0,Asian region,Western Asia (Middle East),High income
624,Seychelles,2015,74.3,158.5,9.1,5.7,25.6,28.15,4.37,10.03,93419,15333.11,14750.0,African region,East Africa,High income
625,Seychelles,2014,73.23,157.8,8.8,5.6,25.51,28.07,4.59,9.73,91359,15188.19,13340.0,African region,East Africa,High income
626,Seychelles,2013,73.12,156.0,8.6,6.1,25.43,27.98,4.25,8.48,89949,14821.29,12350.0,African region,East Africa,High income
627,Seychelles,2012,74.28,156.5,8.5,6.1,25.34,27.89,5.4,10.41,88303,12337.16,12540.0,African region,East Africa,High income
628,Seychelles,2011,72.72,158.2,8.9,5.3,25.26,27.81,4.46,8.29,87441,12110.09,11150.0,African region,East Africa,High income
629,Seychelles,2010,73.2,159.8,8.9,5.3,25.17,27.72,4.5,8.98,89770,10934.79,10160.0,African region,East Africa,High income
630,Seychelles,2009,73.08,161.1,8.9,5.4,25.09,27.64,3.54,7.43,87298,9747.09,10310.0,African region,East Africa,High income
631,Seychelles,2008,73.16,162.9,8.7,5.3,25.01,27.56,3.62,8.9,86956,11265.44,11520.0,African region,East Africa,High income
632,Seychelles,2007,73.14,165.2,8.8,5.3,24.92,27.47,3.85,7.26,85033,12669.3,12890.0,African region,East Africa,High income
633,Seychelles,2006,72.22,168.3,8.8,5.4,24.83,27.39,4.4,7.91,84600,12782.99,13380.0,African region,East Africa,High income
634,Seychelles,2005,72.13,169.9,8.9,4.8,24.74,27.3,4.67,9.29,82858,11802.11,11850.0,African region,East Africa,High income
635,Seychelles,2004,72.66,174.5,9.0,4.8,24.65,27.21,4.9,9.55,82475,10827.67,9870.0,African region,East Africa,High income
636,Seychelles,2003,71.03,177.2,8.5,4.8,24.56,27.12,5.09,9.29,82781,9070.28,8000.0,African region,East Africa,High income
637,Seychelles,2002,71.09,180.1,8.7,5.0,24.47,27.02,4.35,6.46,83723,8864.17,7330.0,African region,East Africa,High income
638,Seychelles,2001,73.25,182.8,8.8,4.5,24.37,26.93,5.02,8.03,81202,8153.3,7860.0,African region,East Africa,High income
639,Seychelles,2000,72.78,184.6,8.5,5.2,24.27,26.83,4.61,6.83,81131,8063.66,7920.0,African region,East Africa,High income
640,Singapore,2015,82.74,52.85,1.0,1.6,24.35,23.16,4.18,13.54,5535002,55645.61,53160.0,Asian region,Southeast Asia,High income
641,Singapore,2014,82.5,54.11,0.9,1.6,24.31,23.17,3.87,13.66,5469724,57564.8,56380.0,Asian region,Southeast Asia,High income
642,Singapore,2013,82.25,54.82,1.0,1.6,24.26,23.18,3.69,13.96,5399162,56967.43,54470.0,Asian region,Southeast Asia,High income
643,Singapore,2012,82.0,55.94,1.0,1.7,24.21,23.2,3.33,13.21,5312437,55547.56,51710.0,Asian region,Southeast Asia,High income
644,Singapore,2011,81.74,57.1,1.1,1.6,24.16,23.21,3.16,11.97,5183688,53891.46,48250.0,Asian region,Southeast Asia,High income
645,Singapore,2010,81.54,58.32,1.1,1.5,24.12,23.23,3.2,10.94,5076732,47236.68,44930.0,Asian region,Southeast Asia,High income
646,Singapore,2009,81.24,60.01,1.3,1.5,24.08,23.25,3.4,7.15,4987573,38926.81,37320.0,Asian region,Southeast Asia,High income
647,Singapore,2008,80.79,65.08,1.2,1.6,24.03,23.26,3.19,8.65,4839396,40008.57,37230.0,Asian region,Southeast Asia,High income
648,Singapore,2007,80.44,65.15,1.1,1.6,23.99,23.28,2.84,10.35,4588599,39432.89,36010.0,Asian region,Southeast Asia,High income
649,Singapore,2006,80.14,65.57,1.3,1.6,23.95,23.3,2.93,7.85,4401365,33768.45,32550.0,Asian region,Southeast Asia,High income
650,Singapore,2005,79.99,69.06,1.3,1.7,23.91,23.33,3.03,7.89,4265762,29961.32,28830.0,Asian region,Southeast Asia,High income
651,Singapore,2004,79.49,69.89,1.3,1.8,23.87,23.35,3.15,7.13,4166664,27608.08,26170.0,Asian region,Southeast Asia,High income
652,Singapore,2003,79.04,71.96,1.2,1.9,23.83,23.37,3.61,8.33,4114826,23730.38,23440.0,Asian region,Southeast Asia,High income
653,Singapore,2002,78.55,76.58,1.3,2.1,23.79,23.39,3.36,6.54,4175950,22159.84,22000.0,Asian region,Southeast Asia,High income
