,country,year,life_expectancy,adult_mortality,infant_deaths,under_five_deaths,bmi_male,bmi_female,health_expenditure_percentage,total_expenditure,population,gdp_per_capita,gni,region,sub_region,income_class
717,Thailand,2002,72.93,195.9,10.8,9.0,22.5,23.73,3.33,8.72,64222580,2091.18,1980.0,Asian region,Southeast Asia,Upper-middle income
718,Thailand,2001,72.61,195.3,11.5,9.7,22.42,23.65,3.03,8.38,63649892,1889.97,1960.0,Asian region,Southeast Asia,Upper-middle income
719,Thailand,2000,72.32,203.9,12.0,10.3,22.33,23.57,3.1,9.25,63066603,2004.11,1980.0,Asian region,Southeast Asia,Upper-middle income
720,The former Yugoslav republic of Macedonia,2015,75.4,96.12,9.1,3.0,27.37,26.34,6.34,12.78,1912430,5262.69,5550.0,European region,Southern Europe,Upper-middle income
721,The former Yugoslav republic of Macedonia,2014,75.45,97.57,8.2,3.1,27.27,26.28,6.29,12.67,1917557,5925.39,5630.0,European region,Southern Europe,Upper-middle income
722,The former Yugoslav republic of Macedonia,2013,75.4,98.06,7.5,3.3,27.17,26.21,6.72,13.93,1922716,5626.26,5400.0,European region,Southern Europe,Upper-middle income
723,The former Yugoslav republic of Macedonia,2012,74.9,101.9,7.0,3.3,27.07,26.15,6.61,12.43,1929821,5049.83,5090.0,European region,Southern Europe,Upper-middle income
724,The former Yugoslav republic of Macedonia,2011,75.1,101.7,6.9,3.4,26.98,26.09,6.52,12.74,1937398,5416.87,5140.0,European region,Southern Europe,Upper-middle income
725,The former Yugoslav republic of Macedonia,2010,75.0,106.0,6.9,3.5,26.89,26.04,6.71,12.51,1946298,4833.37,5010.0,European region,Southern Europe,Upper-middle income
726,The former Yugoslav republic of Macedonia,2009,74.45,108.7,7.2,3.7,26.8,25.98,6.53,12.19,1958782,4799.79,4860.0,European region,Southern Europe,Upper-middle income
727,The former Yugoslav republic of Macedonia,2008,74.4,108.3,7.6,3.8,26.71,25.92,6.55,12.54,1971493,5026.42,4540.0,European region,Southern Europe,Upper-middle income
728,The former Yugoslav republic of Macedonia,2007,73.8,116.2,8.3,4.1,26.62,25.87,6.57,12.85,1982933,4204.11,3730.0,European region,Southern Europe,Upper-middle income
729,The former Yugoslav republic of Macedonia,2006,73.9,117.4,8.7,4.6,26.53,25.81,7.38,13.4,1994287,3440.44,3430.0,European region,Southern Europe,Upper-middle income
730,The former Yugoslav republic of Macedonia,2005,73.7,115.5,8.9,5.1,26.45,25.76,7.68,13.47,2005330,3120.98,3070.0,European region,Southern Europe,Upper-middle income
731,The former Yugoslav republic of Macedonia,2004,73.6,116.4,8.9,5.3,26.36,25.72,8.47,13.83,2016186,2818.58,2610.0,European region,Southern Europe,Upper-middle income
732,The former Yugoslav republic of Macedonia,2003,73.24,123.1,8.5,6.0,26.28,25.67,9.01,13.76,2022725,2445.36,2120.0,European region,Southern Europe,Upper-middle income
733,The former Yugoslav republic of Macedonia,2002,73.04,125.9,8.4,6.3,26.2,25.63,8.98,12.39,2020157,1989.14,1850.0,European region,Southern Europe,Upper-middle income
734,The former Yugoslav republic of Macedonia,2001,73.44,125.6,8.7,6.7,26.12,25.59,8.38,12.2,2034882,1823.02,1820.0,European region,Southern Europe,Upper-middle income
735,The former Yugoslav republic of Macedonia,2000,72.95,121.9,9.2,7.1,26.04,25.55,8.87,14.71,2026350,1861.9,1920.0,European region,Southern Europe,Upper-middle income
736,Tonga,2015,70.61,168.9,6.9,10.0,30.68,33.93,4.47,7.38,106122,4117.93,4220.0,Oceania region,Polynesia,Upper-middle income
737,Tonga,2014,70.54,170.0,7.2,10.1,30.64,33.86,5.01,9.18,106626,4125.43,4360.0,Oceania region,Polynesia,Upper-middle income
738,Tonga,2013,70.5,170.7,7.0,10.4,30.6,33.78,3.98,8.11,107089,4208.19,4330.0,Oceania region,Polynesia,Upper-middle income
739,Tonga,2012,70.44,171.4,7.4,10.2,30.56,33.7,4.8,8.69,107502,4378.57,4130.0,Oceania region,Polynesia,Upper-middle income
740,Tonga,2011,70.38,172.1,7.2,10.5,30.52,33.63,3.82,8.4,107611,3852.14,3660.0,Oceania region,Polynesia,Upper-middle income
741,Tonga,2010,70.32,172.8,7.5,10.1,30.48,33.55,4.82,10.07,107383,3416.11,3270.0,Oceania region,Polynesia,Upper-middle income
742,Tonga,2009,70.01,211.8,7.4,9.9,30.45,33.48,3.93,12.72,107144,2915.49,3090.0,Oceania region,Polynesia,Upper-middle income
743,Tonga,2008,70.16,173.0,7.4,9.8,30.41,33.4,6.06,12.08,106932,3221.08,3130.0,Oceania region,Polynesia,Upper-middle income
744,Tonga,2007,70.05,173.3,6.9,9.7,30.38,33.32,4.73,13.68,106638,2799.37,2720.0,Oceania region,Polynesia,Upper-middle income
745,Tonga,2006,69.89,173.4,6.9,9.8,30.35,33.25,5.47,11.16,106190,2751.96,2560.0,Oceania region,Polynesia,Upper-middle income
746,Tonga,2005,69.77,174.8,6.9,9.3,30.32,33.17,4.39,13.11,105633,2478.43,2290.0,Oceania region,Polynesia,Upper-middle income
747,Tonga,2004,69.67,176.2,6.9,9.6,30.3,33.08,4.51,12.74,105036,2195.99,2050.0,Oceania region,Polynesia,Upper-middle income
748,Tonga,2003,69.5,177.2,7.0,9.6,30.27,33.0,3.44,12.09,104410,1937.04,1870.0,Oceania region,Polynesia,Upper-middle income
749,Tonga,2002,69.33,178.4,7.6,9.3,30.24,32.9,3.59,12.14,103804,1760.67,1890.0,Oceania region,Polynesia,Upper-middle income
750,Tonga,2001,69.13,179.5,7.6,9.5,30.21,32.81,3.43,12.74,103210,1754.84,1920.0,Oceania region,Polynesia,Upper-middle income
751,Tonga,2000,68.98,180.6,7.6,9.8,30.18,32.7,2.9,11.41,102603,1996.52,2010.0,Oceania region,Polynesia,Upper-middle income
752,Tunisia,2015,75.69,87.69,8.0,5.9,25.62,27.25,6.21,12.18,11557779,3960.92,4130.0,African region,Northern Africa,Upper-middle income
753,Tunisia,2014,75.65,88.06,8.3,6.0,25.52,27.19,6.45,13.54,11428948,4398.64,4310.0,African region,Northern Africa,Upper-middle income
754,Tunisia,2013,75.65,88.66,8.6,6.2,25.42,27.14,6.51,12.5,11300284,4308.34,4300.0,African region,Northern Africa,Upper-middle income
755,Tunisia,2012,75.55,89.3,9.0,6.4,25.31,27.08,6.29,12.64,11174383,4233.92,4250.0,African region,Northern Africa,Upper-middle income
756,Tunisia,2011,75.46,91.23,9.3,6.5,25.21,27.03,6.12,12.39,11032528,4361.95,4060.0,African region,Northern Africa,Upper-middle income
757,Tunisia,2010,75.42,91.36,9.9,7.0,25.11,26.98,5.61,13.03,10895063,4241.01,4140.0,African region,Northern Africa,Upper-middle income
758,Tunisia,2009,75.27,92.54,10.4,7.1,25.01,26.92,5.41,12.08,10784504,4029.46,4020.0,African region,Northern Africa,Upper-middle income
759,Tunisia,2008,75.18,93.73,10.9,7.8,24.91,26.87,5.16,11.84,10680380,4200.17,3820.0,African region,Northern Africa,Upper-middle income
760,Tunisia,2007,75.07,95.15,11.7,8.2,24.81,26.82,5.18,11.85,10580395,3678.06,3490.0,African region,Northern Africa,Upper-middle income
761,Tunisia,2006,74.92,96.24,12.3,8.8,24.72,26.77,5.13,11.73,10483558,3279.1,3290.0,African region,Northern Africa,Upper-middle income
762,Tunisia,2005,74.76,97.58,13.2,9.6,24.63,26.72,5.15,11.35,10388344,3106.58,3120.0,African region,Northern Africa,Upper-middle income
763,Tunisia,2004,74.49,98.91,13.9,10.6,24.54,26.67,5.2,11.55,10292225,3029.85,2860.0,African region,Northern Africa,Upper-middle income
764,Tunisia,2003,74.31,100.3,14.8,11.1,24.44,26.61,5.21,11.41,10193798,2693.2,2420.0,African region,Northern Africa,Upper-middle income
765,Tunisia,2002,74.06,101.8,15.9,12.2,24.35,26.55,5.12,10.99,10094561,2292.48,2150.0,African region,Northern Africa,Upper-middle income
766,Tunisia,2001,73.82,102.7,16.9,13.0,24.25,26.48,4.86,10.58,9995123,2207.66,2220.0,African region,Northern Africa,Upper-middle income
767,Tunisia,2000,73.69,104.2,17.9,14.0,24.15,26.41,4.81,10.54,9893316,2170.51,2260.0,African region,Northern Africa,Upper-middle income
768,Turkey,2015,76.65,87.5,7.2,6.4,27.19,28.88,4.12,9.69,78218479,11050.0,12080.0,Asian region,Western Asia (Middle East),Upper-middle income
769,Turkey,2014,76.56,88.52,7.5,6.9,27.11,28.81,4.33,10.15,77181884,12165.22,12630.0,Asian region,Western Asia (Middle East),Upper-middle income
770,Turkey,2013,76.3,88.32,7.6,7.8,27.03,28.75,4.37,10.09,76147624,12578.19,12570.0,Asian region,Western Asia (Middle East),Upper-middle income
771,Turkey,2012,75.68,88.43,7.8,8.7,26.95,28.68,4.44,10.3,75175827,11713.28,11880.0,Asian region,Western Asia (Middle East),Upper-middle income
772,Turkey,2011,74.94,88.8,8.5,9.4,26.87,28.61,4.65,11.12,74223629,11300.79,11190.0,Asian region,Western Asia (Middle East),Upper-middle income
773,Turkey,2010,75.07,89.49,9.2,9.9,26.79,28.55,5.02,10.92,73142150,10622.7,10380.0,Asian region,Western Asia (Middle East),Upper-middle income
774,Turkey,2009,74.76,89.9,10.2,10.4,26.71,28.48,5.49,11.67,72039206,9013.0,9550.0,Asian region,Western Asia (Middle East),Upper-middle income
775,Turkey,2008,74.45,87.94,11.0,11.2,26.63,28.41,5.22,11.09,71051678,10843.5,9770.0,Asian region,Western Asia (Middle East),Upper-middle income
776,Turkey,2007,74.19,89.01,11.8,11.9,26.56,28.34,5.24,10.77,70158112,9711.22,8880.0,Asian region,Western Asia (Middle East),Upper-middle income
777,Turkey,2006,73.84,90.88,12.8,12.8,26.48,28.27,5.15,10.41,69601333,8003.81,7740.0,Asian region,Western Asia (Middle East),Upper-middle income
778,Turkey,2005,73.53,93.02,13.7,13.8,26.4,28.21,4.89,10.32,68704715,7369.43,6680.0,Asian region,Western Asia (Middle East),Upper-middle income
779,Turkey,2004,73.24,95.37,14.7,14.9,26.32,28.14,4.91,10.19,67785075,6031.79,5150.0,Asian region,Western Asia (Middle East),Upper-middle income
780,Turkey,2003,72.89,99.27,15.6,16.0,26.23,28.07,5.01,9.29,66867327,4704.77,3850.0,Asian region,Western Asia (Middle East),Upper-middle income
781,Turkey,2002,72.58,102.1,16.7,17.4,26.13,27.99,5.06,8.64,65988663,3640.76,3490.0,Asian region,Western Asia (Middle East),Upper-middle income
782,Turkey,2001,72.23,107.6,18.0,18.8,26.04,27.91,4.89,7.46,65072018,3100.46,3460.0,Asian region,Western Asia (Middle East),Upper-middle income
783,Turkey,2000,71.86,113.9,19.0,20.2,25.94,27.82,4.6,7.19,64113547,4278.26,4170.0,Asian region,Western Asia (Middle East),Upper-middle income
784,Turkmenistan,2015,68.78,195.0,22.0,27.6,26.56,26.67,5.12,8.71,5766431,6208.3,6300.0,Asian region,Central Asia,Upper-middle income
785,Turkmenistan,2014,68.61,195.4,22.7,28.4,26.44,26.53,4.31,8.71,5663152,7685.51,6480.0,Asian region,Central Asia,Upper-middle income
786,Turkmenistan,2013,68.74,192.7,23.1,29.4,26.32,26.4,3.94,8.71,5560095,7049.8,5880.0,Asian region,Central Asia,Upper-middle income
787,Turkmenistan,2012,68.72,188.2,23.5,30.1,26.21,26.26,3.37,8.71,5458682,6441.89,5040.0,Asian region,Central Asia,Upper-middle income
788,Turkmenistan,2011,68.57,188.6,23.8,31.1,26.09,26.13,3.25,8.7,5360811,5453.16,4300.0,Asian region,Central Asia,Upper-middle income
789,Turkmenistan,2010,68.29,189.3,24.5,32.4,25.97,26.0,3.24,8.71,5267970,4286.88,3720.0,Asian region,Central Asia,Upper-middle income
790,Turkmenistan,2009,67.96,197.9,25.0,33.8,25.85,25.87,2.85,8.71,5180957,3901.67,3260.0,Asian region,Central Asia,Upper-middle income
791,Turkmenistan,2008,67.41,219.0,25.3,35.7,25.74,25.74,3.49,8.71,5100083,3778.67,2800.0,Asian region,Central Asia,Upper-middle income
792,Turkmenistan,2007,66.9,229.0,25.8,37.7,25.63,25.61,3.13,10.32,5024894,2520.29,2160.0,Asian region,Central Asia,Upper-middle income
793,Turkmenistan,2006,66.5,235.1,26.6,39.5,25.52,25.49,4.98,10.34,4954029,2074.41,1770.0,Asian region,Central Asia,Upper-middle income
794,Turkmenistan,2005,66.07,239.8,27.2,41.4,25.42,25.36,5.65,10.27,4885775,1658.67,1500.0,Asian region,Central Asia,Upper-middle income
795,Turkmenistan,2004,66.08,229.7,27.8,43.3,25.32,25.24,6.26,12.82,4819792,1418.81,1240.0,Asian region,Central Asia,Upper-middle income
796,Turkmenistan,2003,65.75,220.4,28.4,44.8,25.22,25.12,5.04,14.0,4758988,1256.03,940.0,Asian region,Central Asia,Upper-middle income
797,Turkmenistan,2002,65.39,216.3,28.6,46.8,25.13,25.0,4.16,13.47,4698968,949.58,720.0,Asian region,Central Asia,Upper-middle income
798,Turkmenistan,2001,65.16,210.8,29.3,48.9,25.04,24.89,4.82,13.36,4635094,762.61,630.0,Asian region,Central Asia,Upper-middle income
799,Turkmenistan,2000,65.03,213.5,29.9,51.2,24.96,24.77,4.08,13.34,4569132,635.71,590.0,Asian region,Central Asia,Upper-middle income
