,country,year,life_expectancy,adult_mortality,infant_deaths,under_five_deaths,bmi_male,bmi_female,health_expenditure_percentage,total_expenditure,population,gdp_per_capita,gni,region,sub_region,income_class
389,United Kingdom of Great Britain and Northern Ireland,2010,80.4,74.63,3.2,2.0,27.32,26.95,9.93,17.07,62766365,39598.96,41760.0,European region,Northern Europe,High income
390,United Kingdom of Great Britain and Northern Ireland,2009,80.05,76.53,3.1,2.2,27.28,26.91,10.05,17.29,62276270,38744.13,44080.0,European region,Northern Europe,High income
391,United Kingdom of Great Britain and Northern Ireland,2008,79.6,78.82,3.3,2.3,27.23,26.86,9.03,16.62,61806995,47396.12,48380.0,European region,Northern Europe,High income
392,United Kingdom of Great Britain and Northern Ireland,2007,79.45,79.1,3.3,2.3,27.17,26.8,8.62,17.2,61322463,50397.69,47390.0,European region,Northern Europe,High income
393,United Kingdom of Great Britain and Northern Ireland,2006,79.25,80.26,3.3,2.3,27.11,26.74,8.63,17.27,60846820,44512.46,44850.0,European region,Northern Europe,High income
394,United Kingdom of Great Britain and Northern Ireland,2005,79.05,80.69,3.4,2.5,27.03,26.68,8.36,16.57,60401206,42104.79,42710.0,European region,Northern Europe,High income
395,United Kingdom of Great Britain and Northern Ireland,2004,78.75,81.78,3.4,2.6,26.95,26.61,8.31,16.72,59987905,40366.89,37820.0,European region,Northern Europe,High income
396,United Kingdom of Great Britain and Northern Ireland,2003,78.45,84.69,3.6,2.7,26.86,26.53,8.06,16.36,59647577,34442.69,32260.0,European region,Northern Europe,High income
397,United Kingdom of Great Britain and Northern Ireland,2002,78.14,85.6,3.6,2.7,26.77,26.44,7.65,16.29,59370479,30077.74,29190.0,European region,Northern Europe,High income
398,United Kingdom of Great Britain and Northern Ireland,2001,77.99,87.21,3.8,2.7,26.66,26.35,7.34,15.87,59119673,27906.57,29110.0,European region,Northern Europe,High income
399,United Kingdom of Great Britain and Northern Ireland,2000,77.74,86.46,3.6,2.8,26.56,26.25,7.13,15.6,58892514,28280.93,29420.0,European region,Northern Europe,High income
400,United States of America,2015,78.69,106.6,3.8,2.8,28.97,29.0,16.49,22.32,320738994,57040.21,56510.0,American region,North America,High income
401,United States of America,2014,78.84,105.0,3.9,2.9,28.93,28.92,16.2,21.48,318386329,55304.32,55670.0,American region,North America,High income
402,United States of America,2013,78.74,104.2,3.9,3.0,28.89,28.85,15.99,20.36,316059947,53409.75,53860.0,American region,North America,High income
403,United States of America,2012,78.74,104.3,3.9,3.0,28.85,28.77,16.12,19.63,313877662,51784.41,52690.0,American region,North America,High income
404,United States of America,2011,78.64,104.5,3.9,3.1,28.8,28.7,16.14,18.85,311583481,50065.98,50670.0,American region,North America,High income
405,United States of America,2010,78.54,104.2,3.9,3.3,28.74,28.62,16.2,18.39,309327143,48650.66,49190.0,American region,North America,High income
406,United States of America,2009,78.39,107.5,4.1,3.1,28.68,28.54,16.2,18.19,306771529,47194.95,47910.0,American region,North America,High income
407,United States of America,2008,78.04,108.7,4.3,3.1,28.61,28.45,15.21,18.2,304093966,48570.06,49110.0,American region,North America,High income
408,United States of America,2007,77.99,110.1,4.4,3.2,28.52,28.36,14.92,18.5,301231207,48050.23,48530.0,American region,North America,High income
409,United States of America,2006,77.69,112.7,4.4,3.2,28.43,28.26,14.71,18.57,298379912,46301.99,47850.0,American region,North America,High income
410,United States of America,2005,77.49,113.0,4.3,3.3,28.33,28.16,14.58,17.94,295516599,44123.4,46190.0,American region,North America,High income
411,United States of America,2004,77.49,112.0,4.4,3.2,28.23,28.06,14.55,17.93,292805298,41724.64,43520.0,American region,North America,High income
412,United States of America,2003,77.04,114.5,4.4,3.5,28.12,27.95,14.51,17.51,290107933,39490.3,39770.0,American region,North America,High income
413,United States of America,2002,76.94,115.0,4.6,3.5,28.0,27.84,14.0,17.22,287625193,37997.74,37320.0,American region,North America,High income
414,United States of America,2001,76.84,116.1,4.6,3.6,27.89,27.71,13.17,16.76,284968955,37133.62,36710.0,American region,North America,High income
415,United States of America,2000,76.64,115.1,4.5,3.7,27.76,27.58,12.49,16.16,282162411,36329.97,35960.0,American region,North America,High income
