,country,year,life_expectancy,adult_mortality,infant_deaths,under_five_deaths,bmi_male,bmi_female,health_expenditure_percentage,total_expenditure,unemployment_total,population,gdp_per_capita,gni
2588,Turkey,2003,72.89,99.27,15.6,16.0,26.23,28.07,5.01,9.29,10.54,66867327,4704.77,3850.0
2589,Turkey,2002,72.58,102.1,16.7,17.4,26.13,27.99,5.06,8.64,10.36,65988663,3640.76,3490.0
2590,Turkey,2001,72.23,107.6,18.0,18.8,26.04,27.91,4.89,7.46,8.38,65072018,3100.46,3460.0
2591,Turkey,2000,71.86,113.9,19.0,20.2,25.94,27.82,4.6,7.19,6.5,64113547,4278.26,4170.0
2640,United Arab Emirates,2015,79.22,45.14,4.5,4.3,28.1,29.58,3.47,9.07,1.79,8916899,41525.14,48510.0
2641,United Arab Emirates,2014,79.04,45.21,4.3,4.1,28.02,29.51,3.53,7.78,1.96,8835951,46865.96,51990.0
2642,United Arab Emirates,2013,78.85,46.4,4.3,4.0,27.93,29.45,3.5,8.53,2.07,8751847,45729.61,52160.0
2643,United Arab Emirates,2012,78.72,47.74,4.3,3.8,27.84,29.39,3.34,8.53,2.27,8664969,44386.79,49010.0
2644,United Arab Emirates,2011,78.52,48.94,4.3,3.8,27.76,29.32,3.67,8.53,2.57,8575205,42078.61,44790.0
2645,United Arab Emirates,2010,78.33,49.69,4.3,3.8,27.67,29.26,3.88,8.53,2.79,8481771,35392.26,42040.0
2646,United Arab Emirates,2009,78.0,50.85,4.3,3.8,27.59,29.2,4.05,8.53,2.92,7992644,31722.59,41310.0
2647,United Arab Emirates,2008,77.49,52.43,4.5,3.9,27.5,29.14,2.93,8.53,2.8,6988685,45140.77,44890.0
2648,United Arab Emirates,2007,77.13,53.99,4.7,4.0,27.42,29.08,2.57,8.53,2.92,5872624,43918.38,43420.0
2649,United Arab Emirates,2006,76.91,55.5,4.8,4.0,27.34,29.02,2.33,8.53,2.96,4898954,45339.59,41670.0
2650,United Arab Emirates,2005,76.68,56.9,4.9,4.1,27.27,28.96,2.32,8.38,3.12,4280993,42190.55,36880.0
2651,United Arab Emirates,2004,76.45,58.37,5.1,4.3,27.19,28.9,2.46,7.94,2.96,3993339,37017.74,33220.0
2652,United Arab Emirates,2003,76.22,59.9,5.2,4.4,27.11,28.83,2.65,8.09,2.9,3813443,32607.37,29030.0
2653,United Arab Emirates,2002,74.9,61.37,5.5,4.8,27.03,28.77,2.72,7.8,2.66,3633655,30221.97,27200.0
2654,United Arab Emirates,2001,74.64,62.81,5.7,4.9,26.95,28.69,2.48,7.58,2.44,3454198,29909.01,28360.0
2655,United Arab Emirates,2000,74.38,64.29,5.8,5.3,26.87,28.62,2.37,7.57,2.25,3275333,31855.5,28170.0
2768,Yemen,2015,65.87,178.1,26.9,27.4,23.64,24.09,4.25,2.23,17.9,28516545,1488.42,1030.0
2769,Yemen,2014,67.38,171.7,27.0,27.7,23.55,23.99,4.84,2.82,13.47,27753304,1557.6,1250.0
2770,Yemen,2013,67.54,169.9,27.1,27.1,23.47,23.88,4.96,3.18,13.64,26984002,1497.75,1230.0
2771,Yemen,2012,67.34,176.2,27.0,27.8,23.38,23.77,5.2,3.43,13.44,26223391,1349.99,1080.0
2772,Yemen,2011,67.42,176.8,27.1,27.9,23.29,23.67,4.77,3.66,13.28,25475610,1284.62,930.0
2773,Yemen,2010,67.28,177.2,27.2,27.7,23.21,23.56,5.16,3.85,12.78,24743946,1249.06,1040.0
2774,Yemen,2009,67.2,180.7,27.9,28.9,23.13,23.45,5.99,3.72,12.75,24029589,1045.81,960.0
2775,Yemen,2008,66.96,184.3,28.6,30.9,23.05,23.34,5.76,3.89,12.65,23329004,1153.54,880.0
2776,Yemen,2007,66.56,188.6,29.5,33.1,22.97,23.24,5.82,3.88,12.48,22641538,956.23,780.0
2777,Yemen,2006,65.99,192.2,30.8,38.4,22.9,23.13,5.53,4.35,12.35,21966298,867.84,710.0
2778,Yemen,2005,65.54,196.6,31.7,40.7,22.83,23.02,5.21,4.5,12.22,21320671,784.76,620.0
2779,Yemen,2004,65.01,201.2,32.9,45.6,22.77,22.91,5.51,5.72,12.13,20733406,668.85,540.0
2780,Yemen,2003,64.54,205.0,34.0,47.3,22.7,22.8,5.76,6.81,12.01,20188799,583.37,480.0
2781,Yemen,2002,63.91,208.3,35.0,48.4,22.63,22.68,4.83,7.57,11.84,19660653,543.9,460.0
2782,Yemen,2001,63.22,212.1,36.3,52.4,22.55,22.56,4.95,8.13,11.72,19143457,514.69,430.0
2783,Yemen,2000,62.59,215.9,37.2,60.1,22.48,22.43,4.67,7.49,11.56,18628700,519.59,380.0
