,country,year,life_expectancy,adult_mortality,infant_deaths,under_five_deaths,bmi_male,bmi_female,health_expenditure_percentage,total_expenditure,unemployment_total,population,gdp_per_capita,income_class
464,Bahrain,2015,79.4,80.22,3.1,4.3,24.91,24.86,4.98,8.87,1.17,1362142,22850.67,High income
465,Bahrain,2014,79.33,82.04,3.2,4.4,24.92,24.93,4.41,10.09,1.15,1311134,25464.76,High income
467,Bahrain,2012,79.08,85.86,3.0,4.8,24.95,25.08,4.11,8.3,1.2,1224939,25102.73,High income
479,Bahrain,2000,75.5,149.0,4.7,7.6,25.27,26.05,3.34,10.27,1.14,711442,12738.77,High income
468,Bahrain,2011,78.89,87.65,3.2,4.9,24.96,25.15,3.87,8.05,1.21,1212077,23741.56,High income
469,Bahrain,2010,78.75,88.77,3.3,5.3,24.98,25.23,4.09,8.23,1.13,1213645,21186.81,High income
470,Bahrain,2009,78.46,92.6,3.1,5.6,25.0,25.31,4.33,11.17,1.07,1179453,19448.18,High income
471,Bahrain,2008,78.08,97.07,3.3,5.9,25.02,25.39,3.2,8.83,1.02,1110343,23155.82,High income
472,Bahrain,2007,77.63,101.8,3.3,6.2,25.05,25.47,3.3,9.07,1.02,1040532,20883.55,High income
473,Bahrain,2006,77.16,110.1,3.5,6.5,25.09,25.56,3.11,8.94,1.04,970981,19057.8,High income
474,Bahrain,2005,76.93,110.3,3.6,6.7,25.12,25.65,3.26,9.14,1.04,901921,17705.24,High income
475,Bahrain,2004,76.56,116.4,3.8,7.0,25.16,25.74,3.5,9.04,1.09,833451,15777.96,High income
476,Bahrain,2003,76.34,123.0,4.0,7.1,25.2,25.83,3.89,8.76,1.16,778256,14230.3,High income
477,Bahrain,2002,76.09,129.8,4.1,7.1,25.23,25.91,3.68,8.22,1.18,748324,12820.0,High income
478,Bahrain,2001,75.91,135.3,4.4,7.4,25.25,25.98,3.49,9.03,1.17,730257,12291.83,High income
91,Bangladesh,2004,67.19,160.5,36.4,37.9,20.76,20.38,2.0,4.87,4.29,138789725,469.12,Lower-middel income
90,Bangladesh,2005,67.3,159.4,35.0,35.9,20.81,20.51,2.06,4.39,4.25,140912590,493.04,Lower-middel income
94,Bangladesh,2001,66.14,170.2,40.7,41.7,20.6,19.96,1.77,3.58,3.61,131670484,410.05,Lower-middel income
