,country,year,life_expectancy,adult_mortality,infant_deaths,under_five_deaths,bmi_male,bmi_female,health_expenditure_percentage,total_expenditure,unemployment_total,population,gdp_per_capita,gni
422,El Salvador,2009,71.58,171.3,9.6,11.0,26.43,27.71,8.84,15.81,7.33,6091188,2889.69,2870.0
431,El Salvador,2000,69.86,170.3,14.5,18.8,25.59,26.56,7.84,18.81,6.96,5958482,1977.84,1890.0
56,Grenada,2007,74.32,144.8,7.6,6.0,24.51,27.81,5.24,7.26,,111725,6790.63,6500.0
61,Grenada,2002,73.17,146.0,7.8,7.3,24.07,27.15,6.18,7.56,,108231,4992.44,4450.0
60,Grenada,2003,73.19,145.7,7.8,6.7,24.16,27.28,5.28,7.42,,108740,5435.15,5050.0
59,Grenada,2004,71.79,148.9,7.7,6.8,24.25,27.42,5.37,10.47,,109516,5470.6,5110.0
58,Grenada,2005,73.52,145.5,7.7,6.2,24.34,27.55,5.14,9.11,,110254,6308.67,6340.0
57,Grenada,2006,73.7,145.6,7.5,6.1,24.42,27.68,5.11,6.31,,110988,6295.28,6120.0
49,Grenada,2014,74.98,149.6,9.9,6.0,25.1,28.73,4.77,7.3,,117972,7726.38,7170.0
54,Grenada,2009,75.04,144.9,7.9,5.9,24.68,28.07,5.43,7.87,,113249,6810.44,6390.0
53,Grenada,2010,75.0,146.5,8.2,6.0,24.76,28.2,5.42,7.4,,114039,6760.97,6610.0
52,Grenada,2011,75.3,147.5,8.2,6.4,24.85,28.33,5.8,8.54,,114918,6775.75,6730.0
51,Grenada,2012,75.04,148.7,8.8,6.3,24.93,28.46,5.82,9.11,,115912,6900.77,6700.0
50,Grenada,2013,75.12,149.0,9.8,5.5,25.01,28.6,5.63,8.24,,116945,7205.25,7040.0
62,Grenada,2001,73.12,146.0,8.2,7.3,23.98,27.01,5.62,7.26,,107936,4821.78,4310.0
55,Grenada,2008,74.66,144.7,7.4,6.5,24.59,27.94,5.39,7.03,,112478,7343.45,6910.0
63,Grenada,2000,72.78,147.3,8.1,8.0,23.89,26.86,5.36,7.24,,107432,4840.68,4410.0
48,Grenada,2015,75.01,149.0,10.4,6.0,25.18,28.86,4.65,7.66,,118980,8379.62,7410.0
433,Guatemala,2014,71.96,174.2,14.4,16.1,25.67,27.28,5.89,16.46,2.72,15306316,3779.63,3460.0
432,Guatemala,2015,72.1,174.7,13.6,15.5,25.75,27.38,6.01,18.11,2.51,15567419,3994.63,3610.0
447,Guatemala,2000,67.45,204.7,21.1,29.7,24.46,25.63,5.4,14.08,2.6,11589761,1664.31,1660.0
446,Guatemala,2001,67.95,200.3,20.6,28.6,24.55,25.77,6.07,14.4,2.75,11871565,1550.36,1590.0
445,Guatemala,2002,68.39,193.4,20.1,27.2,24.64,25.91,6.01,14.79,2.75,12147518,1682.99,1590.0
444,Guatemala,2003,68.8,197.3,19.7,26.2,24.74,26.04,6.15,14.21,2.81,12415334,1737.88,1660.0
443,Guatemala,2004,69.17,194.9,19.0,24.9,24.83,26.16,6.26,15.73,2.97,12682108,1859.1,1830.0
442,Guatemala,2005,69.17,202.6,18.5,23.8,24.92,26.28,6.15,14.2,3.06,12948292,2068.49,1980.0
441,Guatemala,2006,69.81,199.1,18.1,22.7,25.01,26.4,6.36,14.59,2.95,13213330,2251.08,2130.0
440,Guatemala,2007,70.1,186.9,17.6,21.8,25.09,26.51,6.19,14.23,2.82,13477017,2490.75,2340.0
439,Guatemala,2008,70.36,185.0,17.4,20.9,25.17,26.62,6.08,15.49,2.87,13739299,2802.45,2570.0
438,Guatemala,2009,70.64,191.1,16.9,19.7,25.26,26.73,6.34,16.03,3.21,14000190,2651.83,2610.0
437,Guatemala,2010,70.88,187.2,16.4,18.9,25.34,26.84,6.12,14.25,3.5,14259687,2852.56,2690.0
436,Guatemala,2011,71.18,181.0,15.8,18.0,25.42,26.95,5.96,13.76,3.17,14521515,3228.04,2850.0
435,Guatemala,2012,71.46,174.1,15.2,17.5,25.51,27.06,6.07,14.32,2.76,14781942,3355.03,3090.0
434,Guatemala,2013,71.73,177.3,14.9,16.8,25.59,27.17,5.77,15.83,3.02,15043981,3522.77,3300.0
318,Guyana,2001,64.79,273.3,26.4,19.7,23.81,25.98,3.06,6.8,11.8,759809,937.3,860.0
316,Guyana,2003,64.6,273.7,25.6,18.9,23.99,26.24,3.27,7.36,11.53,760562,976.99,910.0
315,Guyana,2004,64.93,271.2,25.0,18.2,24.08,26.37,3.44,7.35,11.28,760424,1036.02,1010.0
314,Guyana,2005,65.13,268.0,24.7,17.9,24.17,26.5,3.79,6.28,11.07,759709,1085.78,1070.0
313,Guyana,2006,65.67,264.9,24.2,17.2,24.26,26.63,3.93,5.7,10.7,758367,3138.08,1450.0
312,Guyana,2007,66.25,259.9,23.7,16.6,24.35,26.76,4.28,6.61,10.89,756521,3609.91,2250.0
311,Guyana,2008,66.29,259.9,23.5,16.1,24.44,26.89,4.2,7.02,11.11,754150,4011.39,3820.0
310,Guyana,2009,66.56,255.7,23.2,15.7,24.53,27.02,4.35,7.41,11.42,751258,4213.82,4160.0
309,Guyana,2010,66.74,256.7,22.8,15.1,24.62,27.15,4.22,7.61,11.76,747932,4589.87,4520.0
308,Guyana,2011,66.98,258.9,22.1,14.5,24.71,27.28,4.17,8.62,11.98,744230,4960.0,4860.0
307,Guyana,2012,67.23,260.3,21.8,14.0,24.81,27.41,3.71,8.23,12.23,743966,5461.39,5350.0
306,Guyana,2013,67.47,260.5,21.5,13.6,24.9,27.55,3.8,8.82,12.53,747420,5576.25,5610.0
305,Guyana,2014,67.88,256.2,20.9,13.3,24.99,27.68,3.95,9.42,12.89,751115,5495.38,5640.0
304,Guyana,2015,68.2,249.3,20.2,12.9,25.09,27.82,4.02,10.84,13.27,755031,5668.43,5530.0
319,Guyana,2000,64.48,272.6,26.9,20.4,23.72,25.85,3.19,7.82,11.9,759051,938.89,870.0
317,Guyana,2002,64.73,274.5,25.9,19.3,23.9,26.11,3.19,7.51,11.81,760323,955.03,870.0
65,Haiti,2014,62.99,272.0,29.3,47.0,26.37,24.15,4.52,3.2,13.77,10412740,1454.65,1460.0
79,Haiti,2000,58.36,353.8,30.2,72.7,24.47,22.4,3.99,13.94,8.44,8360225,815.0,560.0
66,Haiti,2013,62.6,276.7,29.3,47.8,26.24,24.04,4.11,3.0,13.64,10261206,1452.31,1410.0
67,Haiti,2012,62.29,282.5,29.4,48.9,26.11,23.93,5.56,2.78,14.1,10108539,1356.17,1320.0
68,Haiti,2011,61.62,287.8,29.4,49.7,25.97,23.82,5.91,2.98,14.48,9954312,1306.85,1260.0
69,Haiti,2010,46.02,675.7,31.6,187.1,25.84,23.7,4.55,6.43,15.26,9842880,1204.86,1140.0
70,Haiti,2009,61.74,289.4,29.5,53.3,25.7,23.58,3.5,6.77,15.34,9730638,1191.8,1160.0
71,Haiti,2008,61.33,297.7,29.7,54.6,25.56,23.45,3.76,7.43,16.19,9575247,1089.58,1010.0
64,Haiti,2015,63.24,268.9,29.1,45.7,26.5,24.25,5.08,4.4,13.74,10563757,1405.71,1430.0
73,Haiti,2006,60.76,317.6,29.6,57.7,25.27,23.2,3.48,2.99,15.91,9266288,824.36,800.0
74,Haiti,2005,60.42,330.1,29.7,59.9,25.13,23.07,3.31,6.67,14.59,9111900,771.53,710.0
75,Haiti,2004,58.48,345.7,29.6,61.8,24.99,22.94,3.43,7.95,13.46,8961489,679.28,680.0
76,Haiti,2003,59.51,340.3,29.6,64.3,24.86,22.8,3.54,6.61,12.18,8812245,575.56,690.0
77,Haiti,2002,58.86,343.9,29.6,67.1,24.72,22.67,3.43,7.36,11.04,8661546,716.48,740.0
78,Haiti,2001,58.49,349.8,29.7,69.8,24.59,22.53,3.75,11.91,9.74,8511728,743.91,650.0
72,Haiti,2007,61.1,305.0,29.6,56.1,25.41,23.33,3.65,7.11,16.8,9420826,979.6,900.0
462,Honduras,2001,69.01,187.7,17.4,18.1,24.68,25.38,5.93,9.94,4.0,6837861,1118.94,1050.0
461,Honduras,2002,69.37,186.4,16.9,17.0,24.78,25.56,6.24,9.47,4.02,7019908,1119.42,1070.0
460,Honduras,2003,69.51,185.9,16.4,16.1,24.87,25.73,6.89,9.88,5.3,7201881,1142.81,1130.0
459,Honduras,2004,69.8,184.5,15.7,15.2,24.97,25.9,6.85,9.6,5.99,7383407,1201.25,1210.0
458,Honduras,2005,70.1,182.6,15.3,14.2,25.06,26.07,7.5,12.37,4.91,7564613,1289.82,1290.0
457,Honduras,2006,70.26,180.4,15.0,13.4,25.15,26.24,7.86,13.42,3.58,7745200,1409.58,1360.0
456,Honduras,2007,70.38,178.2,14.6,12.6,25.24,26.4,8.08,13.64,3.21,7924462,1559.89,1490.0
453,Honduras,2010,71.09,174.2,12.8,10.6,25.5,26.89,8.73,13.97,4.12,8450933,1874.27,1730.0
454,Honduras,2009,70.91,174.6,13.6,11.4,25.42,26.73,9.0,13.99,3.29,8277302,1762.35,1670.0
452,Honduras,2011,71.44,171.9,12.4,10.3,25.59,27.05,8.79,15.03,4.47,8622504,2053.96,1860.0
451,Honduras,2012,71.73,200.9,12.2,9.9,25.67,27.22,8.66,12.84,3.76,8792367,2107.35,1950.0
450,Honduras,2013,71.96,195.4,11.7,9.4,25.76,27.38,8.48,11.81,5.65,8960657,2064.55,1990.0
463,Honduras,2000,68.66,188.7,17.7,19.2,24.58,25.19,6.27,13.68,3.88,6656725,1079.61,1020.0
448,Honduras,2015,72.49,195.1,10.8,8.7,25.93,27.7,7.48,11.33,6.15,9294505,2257.23,2030.0
455,Honduras,2008,70.44,176.7,14.0,11.9,25.33,26.57,8.6,12.57,3.16,8101777,1713.42,1620.0
449,Honduras,2014,72.26,193.7,11.2,9.0,25.84,27.54,7.91,11.55,7.08,9127846,2164.42,1980.0
94,Jamaica,2001,70.76,145.8,16.8,5.3,24.08,27.42,5.16,8.2,6.69,2625405,3502.21,3300.0
95,Jamaica,2000,70.94,144.0,17.1,5.4,23.96,27.25,5.64,11.84,6.81,2612205,3447.3,3300.0
93,Jamaica,2002,70.89,133.9,16.2,5.2,24.21,27.59,4.75,8.67,6.65,2638244,3683.89,3320.0
92,Jamaica,2003,70.81,126.0,15.7,5.2,24.33,27.75,4.22,6.14,6.56,2651027,3557.2,3500.0
91,Jamaica,2004,70.86,118.8,15.3,5.4,24.46,27.92,4.8,7.65,6.56,2664024,3819.28,3730.0
90,Jamaica,2005,71.04,162.1,14.8,5.8,24.59,28.08,4.55,7.43,6.6,2676863,4200.39,3870.0
89,Jamaica,2006,71.2,114.0,14.5,5.6,24.71,28.25,4.21,6.26,6.62,2689660,4435.57,4170.0
88,Jamaica,2007,71.42,198.3,14.2,5.6,24.84,28.41,5.32,8.23,6.61,2701221,4738.45,4400.0
87,Jamaica,2008,71.61,179.8,13.8,5.5,24.97,28.57,5.61,8.36,6.67,2711373,5056.26,4660.0
86,Jamaica,2009,72.12,149.0,13.6,5.4,25.09,28.73,5.15,7.45,7.31,2722401,4452.12,4420.0
85,Jamaica,2010,72.62,113.7,13.5,5.3,25.22,28.89,5.3,9.03,7.63,2733896,4835.79,4490.0
84,Jamaica,2011,73.09,136.1,12.9,5.2,25.35,29.05,5.24,9.53,8.03,2746169,5259.93,4700.0
83,Jamaica,2012,73.43,110.5,12.5,5.1,25.47,29.22,4.89,9.16,8.7,2759817,5365.24,5100.0
82,Jamaica,2013,73.41,109.1,12.1,4.9,25.6,29.38,4.95,10.77,9.7,2773129,5143.72,5150.0
81,Jamaica,2014,72.98,119.5,11.9,5.0,25.73,29.54,5.17,11.25,9.05,2784543,4991.56,5060.0
80,Jamaica,2015,72.39,146.8,11.4,4.6,25.85,29.7,5.62,12.82,8.82,2794445,5077.55,4850.0
176,Mexico,2015,74.68,127.9,7.5,7.2,27.57,28.51,5.72,10.86,4.31,120149897,10098.17,10580.0
177,Mexico,2014,74.8,128.7,7.7,7.9,27.5,28.44,5.55,10.35,4.82,118755887,11490.02,10950.0
190,Mexico,2001,73.87,136.2,12.2,13.2,26.56,27.34,4.82,10.26,2.63,99394288,8009.16,7100.0
178,Mexico,2013,74.74,127.5,7.6,8.0,27.43,28.36,5.81,11.24,4.92,117290686,11317.49,10710.0
179,Mexico,2012,74.57,131.4,7.8,8.4,27.36,28.28,5.67,10.66,4.89,115755909,10842.73,10500.0
180,Mexico,2011,74.36,132.8,8.0,8.7,27.3,28.2,5.52,10.51,5.18,114150481,10766.61,9760.0
182,Mexico,2009,74.12,137.0,8.3,9.4,27.16,28.04,6.13,10.29,5.36,111049428,8495.65,9230.0
183,Mexico,2008,74.15,133.7,8.2,10.0,27.09,27.96,5.7,9.43,3.87,109684489,10589.95,10260.0
181,Mexico,2010,74.19,135.3,8.2,9.3,27.23,28.12,5.74,10.41,5.3,112532401,9823.16,9470.0
185,Mexico,2006,74.33,130.2,8.4,11.3,26.95,27.81,5.66,10.73,3.57,106886790,9545.29,9140.0
186,Mexico,2005,74.38,132.4,8.8,11.7,26.88,27.73,5.84,11.14,3.56,105442402,8702.11,8490.0
187,Mexico,2004,74.37,131.2,9.5,12.3,26.8,27.64,5.95,12.07,3.94,103945813,7883.52,8240.0
188,Mexico,2003,74.27,135.3,10.2,12.6,26.72,27.55,5.81,10.69,3.46,102429341,7473.93,7780.0
189,Mexico,2002,74.11,135.9,11.2,12.8,26.64,27.45,5.07,10.43,3.0,100917081,8032.99,7490.0
184,Mexico,2007,74.24,128.6,8.3,10.7,27.02,27.89,5.77,10.71,3.63,108302973,10178.44,9720.0
191,Mexico,2000,73.57,139.8,13.1,13.7,26.47,27.23,4.45,9.9,2.65,97873442,7581.85,6570.0
474,Nicaragua,2005,67.94,122.6,12.1,17.1,25.85,27.02,6.22,11.79,5.37,5454678,1158.88,1180.0
479,Nicaragua,2000,67.23,115.6,16.3,22.6,25.41,26.45,5.24,12.48,7.19,5123222,997.34,970.0
478,Nicaragua,2001,67.22,116.3,15.4,21.2,25.5,26.58,5.48,12.79,7.22,5192764,1030.62,980.0
477,Nicaragua,2002,67.18,118.7,14.5,20.0,25.59,26.69,5.73,13.15,7.52,5259006,993.29,980.0
476,Nicaragua,2003,67.22,119.7,13.8,19.1,25.68,26.81,6.08,12.24,7.6,5323062,999.85,1020.0
475,Nicaragua,2004,67.42,119.5,12.9,18.0,25.76,26.92,6.06,10.92,6.41,5386223,1075.51,1100.0
473,Nicaragua,2006,68.72,112.9,11.5,16.3,25.93,27.12,6.36,13.41,5.31,5529811,1223.13,1220.0
471,Nicaragua,2008,70.59,119.0,10.3,14.8,26.08,27.32,7.17,14.58,6.2,5687744,1493.9,1420.0
472,Nicaragua,2007,69.56,116.9,10.9,15.4,26.0,27.22,6.96,14.68,4.89,5607453,1323.85,1310.0
464,Nicaragua,2015,72.98,111.4,7.7,11.1,26.6,28.04,7.96,17.63,4.7,6298598,2025.32,1910.0
466,Nicaragua,2013,72.7,117.6,8.2,11.9,26.46,27.83,7.64,15.99,5.28,6119379,1794.78,1760.0
465,Nicaragua,2014,72.81,119.0,7.9,11.4,26.53,27.94,7.98,16.91,4.52,6208676,1913.52,1850.0
468,Nicaragua,2011,72.42,117.3,8.8,12.8,26.31,27.63,7.45,15.0,6.62,5942553,1644.8,1600.0
469,Nicaragua,2010,72.01,114.1,9.3,13.4,26.23,27.53,7.71,15.74,7.83,5855734,1495.73,1490.0
470,Nicaragua,2009,71.43,118.1,9.8,14.1,26.16,27.43,7.69,16.77,8.16,5770639,1438.09,1410.0
467,Nicaragua,2012,72.61,118.1,8.4,12.4,26.38,27.73,7.49,15.57,5.21,6030607,1746.42,1700.0
493,Panama,2002,74.82,100.3,13.8,10.7,25.29,26.54,7.31,18.84,6.42,3120990,4163.52,3890.0
492,Panama,2003,75.22,100.6,13.4,10.7,25.38,26.65,6.96,17.18,6.39,3181608,4304.11,4030.0
491,Panama,2004,75.54,97.75,13.2,10.2,25.47,26.75,7.34,19.21,6.17,3243311,4629.03,4490.0
490,Panama,2005,75.83,97.57,12.7,9.9,25.55,26.85,6.43,16.47,6.04,3305868,4953.13,4880.0
489,Panama,2006,76.01,100.6,12.5,9.7,25.63,26.95,6.78,18.55,5.85,3368573,5385.56,5270.0
488,Panama,2007,76.15,100.4,12.1,9.4,25.7,27.04,7.62,22.24,5.74,3431614,6205.82,5990.0
486,Panama,2009,76.34,104.9,11.4,8.9,25.85,27.22,7.24,20.51,5.85,3559343,7618.44,7120.0
485,Panama,2010,76.45,101.3,10.9,8.9,25.92,27.3,7.49,19.39,5.87,3623617,8124.56,7500.0
483,Panama,2012,76.82,101.8,10.4,8.3,26.06,27.48,6.74,17.16,3.72,3754862,10767.29,9870.0
482,Panama,2013,77.04,100.7,10.0,8.1,26.13,27.58,6.76,17.58,3.71,3821556,11932.29,10950.0
481,Panama,2014,77.25,99.06,9.8,7.8,26.19,27.67,7.17,18.87,4.42,3888793,12837.25,11520.0
480,Panama,2015,77.47,95.75,9.4,7.6,26.26,27.76,7.19,19.75,4.37,3957099,13669.56,12570.0
487,Panama,2008,76.22,104.1,11.7,9.4,25.78,27.13,7.05,20.09,5.7,3495276,7197.11,6770.0
484,Panama,2011,76.63,101.7,10.7,8.5,25.99,27.39,7.08,18.09,4.05,3688674,9403.44,8860.0
495,Panama,2000,74.0,99.84,14.4,11.4,25.1,26.29,7.24,19.78,6.32,3001731,4099.01,3810.0
494,Panama,2001,74.41,100.4,14.2,11.2,25.2,26.42,7.17,18.73,6.43,3061024,4084.26,3770.0
334,Paraguay,2001,69.9,122.5,17.6,15.6,25.05,25.3,5.61,10.09,6.21,5211541,1630.19,1470.0
333,Paraguay,2002,70.03,123.4,17.2,15.3,25.15,25.42,4.76,8.15,9.39,5286512,1361.25,1400.0
332,Paraguay,2003,70.3,126.5,16.9,15.0,25.26,25.54,4.91,10.07,6.81,5353254,1436.76,1300.0
331,Paraguay,2004,70.48,133.1,16.5,14.6,25.36,25.65,4.93,10.14,6.51,5416324,1776.93,1440.0
330,Paraguay,2005,70.53,128.6,15.9,14.1,25.47,25.77,4.83,10.69,4.82,5476878,1960.51,1620.0
329,Paraguay,2006,70.78,129.9,15.6,13.6,25.58,25.89,5.02,11.57,5.28,5534675,2426.42,1980.0
328,Paraguay,2007,71.11,127.0,15.2,13.3,25.69,26.01,5.02,12.31,4.71,5590145,3194.26,2500.0
335,Paraguay,2000,69.75,124.8,17.9,16.0,24.95,25.18,6.02,11.69,7.61,5123819,1728.34,1500.0
326,Paraguay,2009,71.64,130.6,14.2,12.6,25.91,26.25,5.52,13.95,5.46,5702574,3920.19,3740.0
327,Paraguay,2008,71.38,127.3,14.7,13.0,25.8,26.13,5.04,12.64,4.42,5645148,4360.43,3320.0
321,Paraguay,2014,72.88,124.3,12.2,10.8,26.48,26.88,6.63,17.6,5.03,6090721,6629.42,6290.0
322,Paraguay,2013,72.76,126.2,12.6,11.1,26.36,26.75,6.06,15.02,4.38,6005652,6410.81,5970.0
320,Paraguay,2015,73.19,125.2,11.9,10.3,26.59,27.0,6.69,15.43,4.56,6177950,5861.4,6100.0
324,Paraguay,2011,72.13,126.5,13.4,11.9,26.14,26.5,5.82,15.53,4.67,5843939,5776.28,4840.0
325,Paraguay,2010,71.89,129.5,13.7,12.2,26.02,26.37,5.47,14.43,4.57,5768613,4725.73,4410.0
323,Paraguay,2012,72.45,124.8,12.9,11.5,26.25,26.62,6.53,16.23,4.09,5923322,5617.1,5180.0
349,Peru,2002,71.66,108.4,14.2,19.0,24.68,25.98,4.94,12.84,4.84,27334503,2003.97,1940.0
348,Peru,2003,72.22,107.9,13.3,17.4,24.78,26.06,4.59,11.61,4.15,27623341,2126.14,2060.0
347,Peru,2004,72.67,102.7,12.7,15.9,24.89,26.13,4.43,11.78,4.71,27893911,2393.67,2270.0
346,Peru,2005,72.99,99.75,11.9,14.7,25.0,26.21,4.67,12.59,4.87,28147267,2702.24,2520.0
345,Peru,2006,73.17,95.64,11.6,13.6,25.11,26.29,4.41,11.57,4.17,28381078,3123.32,2790.0
344,Peru,2007,73.22,91.05,10.9,12.7,25.23,26.38,4.43,11.59,4.08,28600387,3572.36,3190.0
342,Peru,2009,73.47,100.5,10.1,11.2,25.47,26.57,4.97,11.71,3.96,29009326,4164.97,3950.0
341,Peru,2010,73.71,99.6,9.7,10.4,25.6,26.66,4.72,11.68,3.6,29229572,5047.2,4400.0
339,Peru,2012,74.54,92.25,8.9,9.5,25.85,26.87,4.73,12.25,3.24,29749589,6475.72,5780.0
338,Peru,2013,74.97,88.03,8.5,8.9,25.98,26.97,4.75,12.33,3.58,30038809,6697.19,6410.0
337,Peru,2014,75.33,84.72,8.3,8.5,26.11,27.07,4.96,13.11,3.21,30353951,6614.83,6520.0
336,Peru,2015,75.62,81.77,7.9,8.2,26.24,27.18,4.96,13.53,3.27,30711863,6180.12,6340.0
350,Peru,2001,71.04,108.8,15.3,20.4,24.58,25.9,4.72,11.83,5.07,27014909,1925.98,1890.0
343,Peru,2008,73.38,91.59,10.3,11.8,25.35,26.47,4.53,10.99,4.03,28806185,4184.89,3770.0
340,Peru,2011,74.13,95.52,9.5,9.9,25.73,26.76,4.54,11.7,3.48,29477721,5826.83,4960.0
351,Peru,2000,70.42,116.5,16.3,22.4,24.48,25.83,4.41,10.77,4.96,26654439,1941.32,1960.0
97,Saint Lucia,2014,72.86,131.1,13.1,4.6,29.33,30.2,4.62,8.12,21.59,174804,10006.55,9050.0
96,Saint Lucia,2015,73.14,129.5,12.9,4.7,29.57,30.4,4.51,8.4,20.85,175623,10292.73,9030.0
110,Saint Lucia,2001,71.14,151.9,11.6,7.2,26.48,27.9,5.12,8.09,18.56,160594,5558.07,5270.0
109,Saint Lucia,2002,71.47,149.1,12.1,6.5,26.68,28.07,5.39,7.77,20.39,161799,5562.46,5280.0
108,Saint Lucia,2003,71.77,145.7,12.2,6.3,26.89,28.24,5.24,7.16,22.18,163047,6055.97,5650.0
107,Saint Lucia,2004,72.03,142.4,12.7,6.1,27.1,28.41,4.77,6.86,20.97,164239,6494.6,6300.0
106,Saint Lucia,2005,72.24,140.5,13.1,5.9,27.32,28.58,4.86,6.16,18.7,165386,6866.09,6550.0
105,Saint Lucia,2006,72.46,138.4,13.2,5.5,27.53,28.75,5.13,6.31,16.0,166470,7618.91,7210.0
111,Saint Lucia,2000,70.77,155.8,11.3,7.6,26.27,27.72,4.87,8.09,16.49,159500,5846.98,5500.0
103,Saint Lucia,2008,72.7,135.2,13.5,5.2,27.96,29.09,5.09,7.22,12.72,168576,8528.68,8150.0
102,Saint Lucia,2009,72.72,134.4,13.7,4.9,28.18,29.26,5.24,7.4,15.37,169688,8259.32,8130.0
101,Saint Lucia,2010,72.72,135.2,13.8,5.0,28.4,29.44,5.05,6.98,17.12,170935,8672.22,8240.0
100,Saint Lucia,2011,72.94,132.7,13.6,5.0,28.63,29.62,5.08,6.73,18.86,172145,9110.75,8890.0
99,Saint Lucia,2012,72.88,132.2,13.7,4.5,28.86,29.81,4.92,7.28,19.06,173124,9231.58,9000.0
98,Saint Lucia,2013,72.74,132.1,13.2,4.5,29.1,30.0,5.05,8.16,22.21,173978,9542.71,9030.0
104,Saint Lucia,2007,72.6,137.1,13.5,5.2,27.75,28.92,5.54,6.9,14.0,167518,7975.79,7500.0
113,Saint Vincent and the Grenadines,2014,74.47,183.7,10.8,7.2,26.24,28.19,4.18,8.33,19.23,106912,7210.6,6860.0
114,Saint Vincent and the Grenadines,2013,73.8,182.8,11.2,7.9,26.14,28.07,4.24,9.07,19.35,107450,7117.55,6980.0
115,Saint Vincent and the Grenadines,2012,74.15,174.3,11.6,8.3,26.04,27.95,4.45,10.48,19.85,108083,6754.37,6720.0
116,Saint Vincent and the Grenadines,2011,74.6,168.1,11.8,8.2,25.93,27.82,4.23,8.16,20.03,108703,6566.48,6390.0
117,Saint Vincent and the Grenadines,2010,74.72,161.5,12.4,8.6,25.83,27.7,4.3,8.21,19.95,109308,6590.99,6310.0
118,Saint Vincent and the Grenadines,2009,75.08,158.9,12.7,8.4,25.72,27.59,4.09,8.07,19.38,109840,6503.1,6530.0
122,Saint Vincent and the Grenadines,2005,73.52,170.0,13.3,9.3,25.3,27.1,3.83,9.01,19.45,112043,5176.13,5060.0
120,Saint Vincent and the Grenadines,2007,74.7,161.8,13.0,9.3,25.51,27.35,3.82,7.86,18.93,110824,6439.01,6030.0
121,Saint Vincent and the Grenadines,2006,74.02,165.5,13.5,8.8,25.41,27.23,3.65,8.33,19.15,111427,5775.09,5580.0
123,Saint Vincent and the Grenadines,2004,73.04,171.2,13.7,9.1,25.2,26.98,3.87,9.93,19.52,112608,4883.31,4800.0
124,Saint Vincent and the Grenadines,2003,72.35,173.0,13.4,9.4,25.09,26.86,3.96,10.12,19.97,113108,4500.93,4430.0
125,Saint Vincent and the Grenadines,2002,72.17,176.2,13.7,9.4,24.99,26.73,4.08,10.87,20.62,113450,4299.37,4010.0
127,Saint Vincent and the Grenadines,2000,71.38,177.0,13.5,9.3,24.78,26.47,3.98,11.68,20.79,113813,3760.08,3390.0
119,Saint Vincent and the Grenadines,2008,75.05,158.2,13.1,8.8,25.62,27.47,3.88,8.15,18.79,110316,6641.5,6380.0
126,Saint Vincent and the Grenadines,2001,71.94,177.0,13.4,9.6,24.88,26.6,4.0,11.24,21.1,113641,4066.07,3660.0
112,Saint Vincent and the Grenadines,2015,74.41,183.7,10.5,6.8,26.34,28.3,4.11,9.15,19.12,106482,7386.75,7110.0
367,Suriname,2000,65.51,192.4,18.3,16.4,24.46,26.64,5.87,11.65,12.98,478998,1978.45,1950.0
364,Suriname,2003,65.6,192.6,16.3,14.7,24.68,26.89,4.89,11.15,10.35,503780,2529.26,2120.0
363,Suriname,2004,66.42,188.4,15.8,14.4,24.75,26.98,5.46,11.68,9.49,510572,2906.73,2710.0
362,Suriname,2005,67.0,182.2,15.3,13.9,24.82,27.06,5.24,10.64,9.26,516220,3474.12,3190.0
361,Suriname,2006,67.57,178.2,14.7,13.2,24.89,27.13,5.86,12.23,9.1,522023,5031.16,3880.0
360,Suriname,2007,68.2,176.3,14.2,13.0,24.95,27.21,5.22,11.44,9.01,527946,5562.33,4860.0
359,Suriname,2008,68.82,175.6,13.8,12.5,25.02,27.29,4.75,10.23,8.83,533938,6616.82,6090.0
358,Suriname,2009,69.5,170.0,13.3,12.1,25.08,27.36,4.98,9.52,8.72,539987,7176.86,6700.0
357,Suriname,2010,69.89,169.9,12.9,11.9,25.14,27.44,4.7,9.47,7.15,546080,7999.51,7330.0
356,Suriname,2011,69.91,166.3,12.5,11.2,25.2,27.52,4.41,8.51,7.54,552146,8009.25,7620.0
355,Suriname,2012,69.76,163.9,12.0,10.9,25.26,27.6,4.28,6.59,8.1,558111,8922.96,8220.0
354,Suriname,2013,69.68,163.9,11.7,10.4,25.32,27.68,4.49,7.03,6.6,563947,9124.54,8610.0
353,Suriname,2014,69.78,166.5,11.3,10.2,25.38,27.76,4.52,6.9,6.94,569682,9199.18,8900.0
352,Suriname,2015,70.8,170.6,11.0,9.8,25.44,27.84,5.81,10.86,7.22,575475,8907.84,8550.0
365,Suriname,2002,65.53,194.1,16.9,15.3,24.61,26.81,5.33,11.07,11.23,495666,2206.27,1870.0
366,Suriname,2001,65.48,193.8,17.6,15.7,24.54,26.73,3.82,8.52,12.14,487394,1711.71,1640.0
140,Trinidad and Tobago,2003,69.73,184.3,21.0,11.4,25.62,27.24,4.19,8.56,10.48,1353548,8352.46,7740.0
139,Trinidad and Tobago,2004,71.08,179.3,21.0,11.3,25.72,27.37,4.31,8.27,8.33,1361172,9756.5,9300.0
138,Trinidad and Tobago,2005,71.31,175.9,21.1,11.3,25.81,27.49,4.43,8.03,7.95,1369075,11673.78,11200.0
