"Data Source","World Development Indicators",

"Last Updated Date","2024-11-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Europe & Central Asia","ECS","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.0467104900421","14.1727513338818","14.3810520406531","14.4917700882472","14.630069544187","14.4851982917789","14.2790799990102","14.3757177513068","14.2452263255802","14.5168583556669","14.3864828759836","14.4497765535529","14.7226060798136","15.0792104767119","15.2729628720031","15.2131077288398","15.404186148293","15.5032929734166","15.6865341501826","16.7715526579312","","",
"Ecuador","ECU","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.139431","6.20780277","6.54682684","8.21314716","8.46123028","7.86558485","8.56826591","8.82739544","6.15163374","7.4589715","8.4362812","7.96525431","8.85185909","8.86003113","9.69977283","10.91396523","11.2197752","12.23363495","12.96153736","13.12583637","13.89396858","14.76037979","","",
"Egypt, Arab Rep.","EGY","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.66372585","6.63266277","6.14118385","5.44320345","5.24308968","5.24353075","5.04994678","5.01764584","4.69924688","4.71808481","4.36156321","4.82708216","4.38540936","4.1566329","4.16148472","5.05797672","5.05797672","5.41994762","4.72158527","4.82284689","5.16112232","6.79944944","","",
"Euro area","EMU","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.1855153654765","13.4399338757666","13.7284947504731","13.9054312257942","14.0730994758046","14.33031551104","14.3366655900354","14.3689500469924","14.5390552805583","14.5078248317452","14.4526756734864","14.5534093636394","14.3668868451575","14.376546343056","14.5942044236458","14.8463646474876","15.177287754112","15.3090369582223","15.3647305617917","15.4691688722076","15.3037524117719","15.7739526655839","","",
"Eritrea","ERI","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.14200711","2.00851059","2.62215114","1.9275918","2.20047736","1.14833248","1.538625","2.3541069","2.3541069","2.3541069","2.3541069","2.3541069","2.3541069","2.3541069","2.3541069","2.3541069","2.3541069","2.3541069","2.3541069","2.3541069","2.3541069","2.3541069","","",
"Spain","ESP","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.57255268","12.68387985","12.67109871","14.01369476","14.07155895","14.37746811","14.68613911","14.58518791","14.82255173","14.78956127","14.74672222","14.59655094","13.34308529","13.87449265","14.08110523","14.76894569","15.07699299","15.26597881","15.11027527","15.25897121","15.1303215","15.19330502","","",
"Estonia","EST","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7823925","10.66431904","9.98040104","11.08420467","11.51855564","11.57624435","11.05736637","11.48986721","11.4233017","11.39671612","12.01817799","12.03691864","11.67207146","12.16880417","12.55367756","12.50648499","12.658885","12.35713005","12.5386591","12.87111759","13.01007652","13.75658607","","",
"Ethiopia","ETH","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.02978992","8.98227215","8.36865902","8.41779423","5.72665405","7.55002403","5.07604218","6.49598169","2.74178195","5.30019999","5.10711432","2.09114456","6.40685463","6.19330263","4.08834219","5.57211685","5.02445269","4.78836012","4.76060486","4.76060486","6.79223251","7.09674501","","",
"European Union","EUU","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.9010401598332","13.1667042511039","13.4604330854523","13.6549170512192","13.824985876058","14.0522666462675","14.032892817021","14.0605945951135","14.2203061829528","14.2705036092269","14.2216767440064","14.4395997736232","14.2944484281352","14.3488674294335","14.5447649980999","14.7600951577772","15.1060365345074","15.2184960281142","15.2655819114716","15.348773830017","15.1490665218056","15.7077189813774","","",
"Fragile and conflict affected situations","FCS","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.2","11.69","12.09","12.44","12.77","13.16","13.57","13.65","13.74","13.38","13.32","13.61","13.8","13.71","13.59","13.41","13.12","13.28","13.31","13.79","13.7","15.07","","",
"Fiji","FJI","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.58804417","7.9022274","8.03575706","8.61062717","9.25405025","10.35953331","9.96885777","10.59320831","9.78181839","8.37036991","8.79444408","7.47411013","7.50509167","7.46682596","7.10427618","7.04417515","6.66789913","7.72321415","7.75502872","8.72794247","9.06363964","9.44390583","","",
"France","FRA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.49542141","13.6540575","13.85807896","13.74813557","13.93587112","13.90521812","13.99930096","13.95229912","13.91539669","13.95940399","13.90193653","13.94986153","13.90549946","14.01146603","14.19917202","14.58199883","15.19398975","15.22846699","15.26488304","15.0569191","15.14472675","15.76224709","","",
"Faroe Islands","FRO","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.59440136","2.85505843","2.87267137","3.14826822","3.929986","4.46241617","4.32222223","4.15642118","4.96730757","3.43764043","3.39984989","4.64979315","3.95132875","4.64106894","6.15851498","5.77191496","5.63681126","4.94604683","5.52872467","5.88125706","4.75126457","2.59797287","","",
"Gabon","GAB","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.24128246","4.53776979","4.66366768","6.7543745","6.51321602","5.07680273","5.76007175","6.36190653","5.61290503","6.81763697","6.81337643","7.18316364","6.19158506","5.25754023","6.38458252","7.03487396","9.20255756","9.7150774","9.41520691","9.59155846","9.59155846","9.59155846","","",
"United Kingdom","GBR","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.60168552","15.86804295","16.28907013","16.36387444","16.71930313","16.57209778","17.27092361","17.19756699","16.61664772","17.28977966","17.07456398","17.63252831","17.68024063","18.20179176","18.4877243","18.72927094","19.09605408","18.86876106","19.09147453","19.52971458","19.42317581","22.36486244","","",
"Georgia","GEO","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.85","6.75","7.02","7.13","6.25","5.58","5.23","3.95","4.83","5.88","6.15","5.04","5.51","6.85","7.78","9.61","10.33","9.52","10.32","9.39","10.73","14.23","10.54","",
"Ghana","GHA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.01488829","7.19382238","6.10158062","6.33220148","4.905725","10.60201263","9.55574703","9.13427639","9.89629364","12.35655785","11.91557407","12.07416821","8.9727478","8.61669731","6.71953726","8.55785751","6.53767872","8.60003185","8.37949657","10.25044727","6.69997978","8.20150948","","",
"Gibraltar","GIB","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.38009167","2.4733243","4.39565277","2.85787916","1.85608542","2.37353611","1.87932241","2.77464008","2.67317295","1.60156095","1.76970637","3.18154812","2.56631088","2.62132335","3.02618742","1.97823358","4.11337852","3.46282434","3.85050702","6.14852524","4.53709793","4.49041605","","",
"Gambia, The","GMB","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.30897522","6.30897522","6.30897522","6.30897522","6.30897522","6.30897522","6.30897522","6.30897522","6.30897522","6.30897522","6.30897522","6.30897522","6.30897522","6.30897522","5.75401974","5.0990448","6.65770149","4.49147081","5.13573408","5.47966433","9.64125633","7.53835964","","",
"Guinea-Bissau","GNB","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.52350521","2.52350521","2.52350521","2.52350521","2.52350521","2.52350521","2.52350521","2.52350521","2.52350521","2.52350521","2.52350521","2.52350521","3.88817143","4.44277668","2.59810638","2.50101542","2.36231256","2.75228286","2.59429789","2.44074059","4.79536724","4.60020065","","",
"Equatorial Guinea","GNQ","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.40894139","1.40894139","1.40894139","1.44882286","1.4902302","1.46381831","1.44399381","1.47166014","1.49703324","1.4756577","1.45523047","1.47296762","1.48931491","1.45938587","1.49042463","1.33363295","2.49651527","2.94384766","3.22602725","3.84795237","5.34838295","5.35568953","","",
"Greece","GRC","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.61341953","10.97902489","10.86962318","10.85597706","9.96563244","11.43558979","11.27762222","11.30030632","11.3433733","11.88302231","12.48647785","10.95836353","10.00774956","8.25187302","8.84689617","8.76884937","8.69437981","8.74206638","8.72916985","8.30376339","8.54125595","9.41304398","","",
"Grenada","GRD","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.23545456","7.25950718","7.56459284","7.41824913","10.46955299","9.11107826","6.30969524","7.25542021","7.02615786","7.87131739","7.39562273","8.53557777","9.10919189","8.23999691","7.29635763","7.66007471","7.50820637","8.35155964","8.33406734","9.43220234","8.4920435","6.99219847","","",
"Greenland","GRL","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.0827589","14.40040016","14.79130077","14.20887375","15.73237419","14.20312977","14.5871048","14.23033047","15.49126434","16.02617264","14.24816608","13.75957489","14.31886292","15.82706833","16.46030045","18.10749817","18.20531464","17.21218491","16.67445374","17.65140152","15.86299229","17.40895462","","",
"Guam","GUM","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.81650448","6.79539347","7.50901365","7.35764837","7.35295486","6.27540493","5.69657898","6.60877609","7.0215044","7.41419315","7.60515261","8.62060642","8.22607517","8.81889057","9.41685009","10.84070492","10.0542078","10.61353874","10.71157551","10.32425022","13.01163483","12.85041809","","",
"High income","HIC","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4750786917226","14.8911824282991","15.1556039906226","15.3011243726694","15.5974575992445","15.7486470596074","15.9163763838561","15.7952684838569","15.6391226645734","15.8184314894417","15.8440217174516","16.4305141998641","16.4358687520118","16.5183927660662","16.993143715806","17.6814792074346","18.0963128453734","18.1903774587625","18.1877361357232","18.3391331875541","18.4297850851239","18.8203815746381","","",
"Hong Kong SAR, China","HKG","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.67898464","9.93868351","9.4749918","9.88268948","9.59641266","12.36688042","13.42183208","13.63652325","12.56671429","13.9932375","13.96672344","15.02672482","12.83597755","11.81287098","11.55319595","11.32879734","11.29591942","10.62630653","10.8920126","11.1674366","12.27257824","12.09214497","","",
"Heavily indebted poor countries (HIPC)","HPC","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3806311751047","7.30873806404193","","6.28884188527109","6.10702290526683","6.31335132520034","6.38062166944635","6.40136711845201","6.57982650733246","6.64253907054181","","6.82357774891571","6.63398675089026","","",
"Croatia","HRV","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.92","11.76","9.69","10.48","10.63","12.76","13.03","13.96","14.12","13.36","13.7","12.95","13.43","11.37","11.36","11.73","12.15","12.43","12.23","11.98","11.67","13.99","","",
"Haiti","HTI","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.94368362","11.90920353","7.3620429","6.6061697","7.94925022","6.66875458","2.994277","7.11358404","7.42596531","6.77164745","6.43094063","2.98430157","2.78391457","2.99849725","3.20148706","4.40003729","4.974617","4.76582003","4.72443056","4.02440834","4.10164928","3.92148709","","",
"Hungary","HUN","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.86","9.66","9.67","11.57","11.09","11.36","10.66","9.79","9.85","9.71","10.17","10.1","9.78","9.57","9.39","9.22","10.11","9.88","9.88","9.31","10.05","11.02","","",
"IBRD only","IBD","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.59241748","3.9583149","3.98283839","4.49961615","4.20149517","4.2081809","4.51138687","5.43744278","4.6298461","5.41294384","3.91489601","3.96251845","4.07335424","4.28101349","5.33553553","6.62539768","8.17642403","8.15006733","8.36061573","8.5572319","10.16993046","12.11291027","","",
"IDA only","IDX","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.95929152146897","","6.07276124037761","6.19130657402693","6.31510986753076","6.38002111503848","6.28800732199063","6.30210269824078","6.53870427159543","6.14649395777213","6.50129058660206","6.38529242925954","","",
"Isle of Man","IMN","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.05","2.9","2.77","2.68","2.65","2.94","2.89","2.79","2.8","3.12","3.11","3.38","3.44","3.24","3.25","3.38","3.39","3.66","3.68","3.85","3.69","3.69","","",
"Not classified","INX","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.95885372","15.58507347","16.03050613","16.89721489","17.35914803","18.25286674","17.42926025","17.35766602","17.41835403","17.30187988","12.35386944","16.17975807","17.92598724","17.91931343","18.02405739","18.12460518","19.27320862","19.88340378","18.70609856","20.53943443","20.28728294","20.96095657","","",
"Iran, Islamic Rep.","IRN","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.95240307","11.87062645","9.56564999","10.21229744","10.16240692","9.00558662","9.6129694","11.53469467","9.47516823","12.3770647","12.52360535","12.03891277","15.95811844","16.04602051","22.59905243","22.59942055","21.07504082","21.07489967","22.5409317","19.73072052","21.35672569","26.10549164","","",
"Iraq","IRQ","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.13100505","2.98065042","3.19641972","3.04648137","4.41794348","4.14425755","4.90742397","4.80274534","4.79862404","2.3523643","2.37589312","2.36959839","1.68126464","5.98492527","4.7902565","6.42973948","5.994596","6.154531","6.98586559","","",
"Iceland","ISL","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.04","14.88","16.84","16.55","16.17","16.11","15.57","15.31","10.82","13.37","13.69","12.99","13.7","14.27","14.45","15","14.21","15.23","15.74","16.29","15.66","16.37","","",
"Israel","ISR","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.43","9.35","8.7","9.26","9.6","9.59","9.87","9.92","9.95","10.02","10.67","10.67","10.83","10.92","11.42","11.68","11.69","11.76","11.76","11.88","11.75","13.19","","",
"Italy","ITA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.81","12.2","12.63","12.51","13.28","13.68","13.72","13.48","13.86","13.71","14.01","13.74","13.17","13.05","13.15","13.1","13.23","13.12","13.25","13.17","12.87","12.36","","",
"Jamaica","JAM","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.84148693","8.20096111","8.66761017","6.13759899","7.64527464","7.4342041","6.25744629","8.22749615","8.35763645","7.45104456","9.03293228","9.52876663","9.15779209","10.76929092","11.25196075","12.82021999","12.68386555","13.9547863","13.03939724","13.3204546","13.98892879","16.17764664","","",
"Jordan","JOR","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.68911648","13.61480045","13.38210011","11.37036991","9.40058994","11.78674316","11.36012363","12.51918411","15.12543488","17.915905","17.02058601","15.41755867","13.67097759","13.12652111","13.06403065","12.21973801","11.23799038","11.0992403","9.97671986","10.1121769","8.89248657","7.90704393","","",
"Japan","JPN","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.07","15.95","16.06","16.36","17.2","17.75","17.87","18.23","18.1","18.06","18.93","21.69","22.22","22.22","22.57","23.15","23.18","24.46","24.49","24.7","20.96","21.45","","",
"Kazakhstan","KAZ","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.25","8.41","9.42","9.56","10.91","11.51","11.69","7.56","8.37","11.32","8.21","8.68","9.45","9.32","10.03","8.39","9.48","7.86","9.1","8.25","10.06","11.62","","",
"Kenya","KEN","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.08898258","7.08898258","7.08898258","7.02242994","6.9893775","6.89238787","6.81280947","7.03938627","7.17080498","7.2007761","7.24412632","7.98109102","7.35927916","7.14972067","7.8450079","8.07448006","8.03052998","6.800313","7.22666931","8.23241615","8.91169834","9.28804493","","",
"Kyrgyz Republic","KGZ","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.06","7.13","7.56","8.07","8.21","13.07","14.46","10.43","10.39","10.7","9.2","9.88","10.4","10.35","7.14","7.12","6.42","6.34","7.33","7.09","6.92","8.56","","",
"Cambodia","KHM","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.59173584","7.83031797","8.29783154","9.43044281","9.90109062","9.89736652","7.41110468","6.7482748","6.6590457","5.96768332","6.51964235","6.21460676","6.48858452","6.64391565","5.70839739","6.63314915","6.31595898","6.70265007","7.07836199","6.99097633","6.99097633","6.99097633","","",
"Kiribati","KIR","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.41","11.41","11.41","11.41","11.41","11.41","11.41","11.38","12.69","10.9","10.45","9.29","8.36","9.16","7.28","6.69","7.78","9.03","8.09","8.52","9.3","9.97","","",
"St. Kitts and Nevis","KNA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.80614185","6.16705513","5.44581175","6.79344225","6.41686392","6.40821648","6.85759354","6.48289871","5.94624472","6.28929853","5.87090492","6.31164551","7.06140947","6.45394754","6.69781971","6.61119318","8.17579556","8.12305832","6.28038406","6.69738483","8.00107288","7.90980005","","",
"Korea, Rep.","KOR","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.27991581","9.4434557","9.08882332","7.67150831","8.52108574","9.10630512","9.85852146","10.3867588","10.02157688","10.26508617","11.48147774","11.20949078","11.1013546","11.62523556","11.84077549","12.20657825","12.77859974","13.25377369","13.79939747","13.97021866","13.10143757","14.82539463","14.41053486","",
"Kuwait","KWT","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.37257671","5.85611677","5.73206902","5.73433065","5.25588369","5.45591545","4.3672514","4.89540815","3.71940017","5.23348379","5.04135132","5.04589272","5.01686859","5.47646093","5.57020903","6.57440662","7.47301531","7.66683865","8.8366766","8.90740013","8.52460098","9.91747665","","",
"Latin America & Caribbean (excluding high income)","LAC","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.73649700013565","9.69747162748742","9.59510762209742","10.6464952671574","10.879042367024","11.0079175755324","10.9515392536998","11.2205515534295","10.9949552121064","11.1013671231332","11.9190417443572","12.8303030290407","","",
"Lao PDR","LAO","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.19914436","7.05502892","6.12984419","6.83480501","5.85327101","5.91417122","4.36346436","3.77503133","3.19745922","5.70376587","2.69455552","1.81748676","1.76665962","2.94007111","2.7363534","3.35080194","3.66401911","4.07695913","4.15752554","5.12380648","4.2616806","4.40575361","","",
"Lebanon","LBN","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.53721476","8.86973667","8.29187298","8.07041359","8.91796303","9.22798729","9.82933903","9.98217583","8.95981979","8.34239483","10.28593254","12.40328121","10.07938385","10.79288769","12.38764","12.66004276","13.16996193","12.02719212","11.66725445","13.74677753","17.21761131","16.70118332","","",
"Liberia","LBR","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.25491762","4.25491762","4.25491762","4.25491762","4.25491762","4.25491762","4.25491762","4.25491762","4.25491762","5.04660177","5.04660177","5.04660177","5.04660177","1.24849665","2.46118927","3.24339032","3.89701653","3.95514584","5.16622925","4.19834614","2.64845109","3.65630078","","",
"Libya","LBY","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.03982067","5.78298664","7.75643206","6.30859995","5.42119884","5.78062487","5.27548695","4.81298208","3.70079064","4.08903933","4.33412743","6.4195838","","","","","","","","","","","","",
