"Data Source","World Development Indicators",

"Last Updated Date","2024-11-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Bangladesh","BGD","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.21146441","3.57855344","4.5399313","4.7553134","4.86526632","4.38883734","4.7282033","5.07518816","3.84091425","4.11533833","4.43941641","4.18159103","4.01620436","3.61745524","3.59245324","3.37688875","4.09935808","4.10705233","3.75035429","3.29686975","3.07911539","3.07911539","","",
"Bulgaria","BGR","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.08","9.47","10.74","11.33","10.83","11.17","10.79","9.11","9.39","9.04","10.85","11.41","11.18","10.7","10.36","10.23","11.83","11.84","11.43","11.55","12.23","12.92","","",
"Bahrain","BHR","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.26810646","9.03064537","8.22115707","8.75817966","9.0417614","9.13842487","8.94466305","9.06652737","8.83426571","11.16572762","8.23034191","8.0526104","8.29804993","8.45688343","10.09125328","8.8659935","8.52599049","7.97665834","7.23445129","7.06051159","8.67407703","8.68510151","","",
"Bahamas, The","BHS","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.65533829","13.23932552","12.95195484","13.15527344","13.04177284","12.86341","12.72621727","13.49935532","14.47344971","15.00968552","15.44239426","13.89659977","14.0604248","14.02134514","14.2129097","12.83696079","14.18977833","15.97595882","15.40592098","15.03167439","15.39760971","13.75468254","","",
"Bosnia and Herzegovina","BIH","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.25","8.6","9.32","11.59","11.32","10.81","10.96","11.33","10.92","12.52","12.6","13.38","13.88","14.79","14.43","14.98","15.63","15.47","15.14","15.37","14.88","16.42","","",
"Belarus","BLR","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.13","10.04","9.32","10.07","10","10.05","8.44","8.12","5.8","6.73","8.69","7.66","8.85","8.74","8.68","8.83","10.31","10.2","10.31","11.04","11.94","13.15","","",
"Belize","BLZ","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.84757805","6.8270483","7.51454115","7.13568306","7.88192844","8.33217239","9.33244514","10.76810741","13.38402843","12.48273087","12.76388073","12.69621658","12.93638515","12.2732029","12.23422432","11.34556484","12.11457348","11.6249609","12.2098484","12.13228703","11.48874474","13.66147041","","",
"Bermuda","BMU","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.29598331","8.18012047","7.8159523","8.61168194","7.83916283","8.29879856","8.75200176","8.50024891","7.64689112","8.81728458","9.7059021","8.54341412","8.31437492","8.48908997","8.53603649","9.65779591","11.0932703","11.5229702","12.9346056","13.57693577","15.2790575","17.10036659","","",
"Brazil","BRA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.67673969","9.78993702","9.53710842","8.61266232","9.15159702","8.44161892","9.06236839","9.2810812","9.26833534","10.01319695","9.0462265","8.97184467","8.69835663","9.20397091","9.32368946","8.93705845","8.90739632","9.25983047","9.185112","9.23523808","9.63601589","10.94026566","","",
"Barbados","BRB","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.27690411","12.37926769","9.33345699","11.64061165","13.969944","12.25700188","12.22062492","10.52801514","11.27821255","11.655159","10.72880936","10.61124134","12.40838051","10.8070507","9.90992641","9.07039738","9.28489876","9.06172657","9.87558651","10.63657379","10.96432972","12.41933441","","",
"Brunei Darussalam","BRN","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.72010231","5.97160959","5.1140027","6.98940802","6.39551544","6.43293381","5.81376076","5.77389574","6.20709467","6.21688652","5.77683496","5.74302435","5.44353485","5.12074184","5.20392704","5.86489248","6.15329981","5.87075901","7.14021063","6.38624144","6.77688932","7.05689287","","",
"Bhutan","BTN","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.66199493","6.54652882","7.87970304","7.6382122","9.08555698","6.72386217","6.82967377","7.46379232","6.02861881","6.19368172","5.64934969","6.14636755","6.45828485","7.09804106","7.77876854","9.3686533","8.10247707","7.58420563","7.70324659","10.23985958","10.29558849","5.61295128","","",
"Botswana","BWA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.17829704","8.17829704","8.17829704","8.17829704","8.17829704","8.17829704","8.17829704","8.17829704","7.64480686","6.25206232","8.06093502","9.63225174","10.68447876","11.93448162","10.95858192","10.41588783","11.21129513","14.31547451","11.54210281","12.00606537","11.66365051","14.61503124","","",
"Central African Republic","CAF","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.02161694","10.72219276","8.62198067","12.56472301","11.29223537","6.40798759","9.17757416","9.87465954","5.28350496","4.57551003","3.3422184","2.93374562","4.29467249","7.33578825","3.94678593","3.26452565","4.94713306","5.25997734","3.91087461","4.84231758","4.86442041","6.42328548","","",
"Canada","CAN","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8156271","15.27647972","15.88256645","16.36354446","16.9260788","17.13103867","16.77815819","17.06455421","17.28317642","17.23786163","17.32469749","17.53298759","18.10433197","18.47538948","18.91319847","19.00966072","18.90594482","18.76758575","18.68912888","18.85293579","18.2251606","19.61343765","19.17858315","",
"Central Europe and the Baltics","CEB","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.67278037967664","10.0070492403333","10.3565854699205","10.7704164101137","11.0282707430837","11.1239071198787","10.8064678003364","10.8362325127348","11.1318889259007","11.2465892314828","11.5060591204267","11.2128619497161","11.3020379480912","11.4160440689499","11.425466491824","11.3555441639743","12.0711620522762","12.1329450098262","12.1999501003256","12.2646909849213","11.9081460220687","12.877865122434","","",
"Switzerland","CHE","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.83617067","8.69527817","8.83963394","9.30684757","9.30845737","9.39204693","9.34170818","9.55602741","9.77972221","9.97373199","10.3945961","10.72956944","11.00183201","10.43791008","10.6450367","10.73358727","10.9634409","11.0906496","11.16564178","11.19768238","10.95618057","11.71908569","","",
"Channel Islands","CHI","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.95628929","11.13347244","11.66363049","12.48133278","13.10177708","12.86940479","13.40539932","13.59831047","13.46145725","13.60349178","13.68902302","14.01050568","14.57309246","15.41127777","15.69308376","16.02235031","16.75084496","17.97215843","18.30398941","18.01151848","18.83962822","15.52466297","18.5445118","",
"China","CHN","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.08984089","5.58924198","6.02580309","6.87652969","7.26605844","7.48882914","7.56382084","7.90135717","7.7085824","8.37523174","8.7509222","8.60284996","9.03729343","9.41684246","9.66088581","9.41902351","8.95276546","8.79734421","8.76146317","8.76956177","8.64632607","8.9053545","","",
"Cote d'Ivoire","CIV","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.55759859","4.45654726","4.14795876","4.06708717","4.14515257","3.89134884","3.85718441","3.96364379","4.13571978","4.64503384","4.06209517","4.39369249","4.62200308","4.58988285","5.11125422","4.8747077","4.85199261","5.15028763","5.11727667","5.73374605","6.65964842","5.05918074","","",
"Cameroon","CMR","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.42626905","5.34374762","6.43298531","6.51537704","5.26183367","5.24748802","5.18314695","4.22608185","3.46105146","3.04738736","2.67579794","3.21048117","3.73180342","2.50095606","2.9397316","1.81293964","1.81293964","0.73440909","1.95703375","2.17985916","3.65950561","2.86053681","","",
"Congo, Dem. Rep.","COD","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.49897742","2.49897742","2.49897742","2.49897742","2.49897742","2.49897742","2.49897742","2.49897742","2.49897742","2.49897742","2.49897742","2.53200436","3.87756181","3.90942621","2.97893858","3.84180474","3.80773497","3.9812758","4.47593117","4.37425947","6.27181339","4.34094429","","",
"Congo, Rep.","COG","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.27290344","3.31901908","1.3442719","1.85525787","1.78429937","1.95315254","2.08378863","2.05207968","4.54892206","2.52816463","3.60210204","2.33683133","2.67131019","2.20951629","1.9499675","2.70981026","2.88502312","3.41114736","3.48719907","5.10725212","8.21684074","8.21684074","","",
"Colombia","COL","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.88161659","15.37750435","14.86478043","15.59885502","15.73734665","16.83091927","16.05757141","16.2844429","16.6930294","17.0406208","16.82773972","16.48455429","16.19955254","16.34110641","16.18276405","17.03754425","17.65917969","18.60467529","15.75658035","16.53361511","18.49876976","19.00617027","","",
"Comoros","COM","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.15514088","4.11414337","6.71067286","6.68444395","6.75573111","5.91186571","5.18173599","4.33239365","2.86453962","2.77465606","2.83923602","7.23844337","5.35224819","4.449965","3.81965494","2.44571519","3.03611088","3.58549595","3.99391246","4.12509918","6.89043808","4.7222724","","",
"Cabo Verde","CPV","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.50158787","11.17305183","9.50427818","11.36700153","9.63142586","8.80299091","8.92111492","10.09019661","8.10699081","8.30945301","7.22943211","8.60780239","8.86496925","9.02955627","9.98307133","10.09395409","10.39242458","10.39242458","10.39242458","10.16541576","11.85738277","15.75078869","","",
"Costa Rica","CRI","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.26477432","24.56128693","24.75807571","26.33198166","25.73747253","25.70520782","29.50995445","31.20627594","32.37922287","33.09796906","31.73544693","32.76574326","31.29060364","29.14523888","29.13646126","29.49234581","28.55228806","26.90432549","27.81198311","24.09996223","25.17284393","25.37036324","","",
"Caribbean small states","CSS","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.80231476","11.39179516","11.1904707","10.89082336","10.32092667","11.66760921","11.20564365","14.48143005","13.17769623","14.93230438","13.86582184","15.09354115","11.49459648","14.14057541","18.02447128","18.2455864","17.30282402","15.51221848","14.9355917","15.51629925","16.43104172","21.48244095","","",
"Curacao","CUW","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.33","6.33","6.74","6.11","5.79","5.74","6.05","6.15","6.52","6.53","7.13","7.25","7.13","7.37","5.98","7.07","7.5","7.54","6.73","10.04","14.16","18.37","","",
"Czechia","CZE","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.38046741","11.83805084","12.18289185","11.61948967","13.14472771","12.75457001","12.71145344","12.40300465","12.54553795","13.54464912","14.69500732","14.7419138","14.38220024","14.84314823","14.96242809","14.75444698","15.71675396","15.91351414","15.55736828","15.68113899","17.06207657","17.58224487","","",
"Germany","DEU","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.19174576","16.3556881","16.55490875","16.66930389","16.45635414","16.66615295","16.93153572","17.40883636","17.45852661","17.63837624","17.44530869","17.96772194","18.22804832","18.70073318","19.16842651","19.51363564","19.59515953","19.91397285","20.01379776","20.09327698","19.76651764","19.94881821","","",
"Djibouti","DJI","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.07547617","5.96840477","5.49563599","5.81530714","5.38615036","5.32781839","7.23246288","6.52659225","6.34888077","6.1399169","6.97048712","8.47449207","7.13329363","6.73504782","6.07299089","4.06950951","4.06950951","4.06950951","4.31139565","4.28400373","4.28400373","4.20109081","","",
"Dominica","DMA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.64061165","8.7834692","8.40141296","8.66607666","8.52756691","8.72012901","8.74014854","7.09984493","7.28526783","7.4169898","7.44341135","9.09039211","9.49375534","9.59457207","9.61979961","9.73140144","7.27849007","6.76986217","6.15797138","7.56691742","5.40891504","7.24140644","","",
"Denmark","DNK","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.78","13.34","13.71","13.93","14.2","14.86","15.43","15.74","15.85","15.95","15.77","15.48","15.32","15.63","15.77","15.98","16.44","16.77","16.73","17.11","16.72","18.15","17.78","",
"Dominican Republic","DOM","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.76568317","10.82668972","10.60001564","6.1004343","6.72028685","9.19922733","8.67431355","10.35334587","11.59831429","14.3409853","15.92765141","17.08921814","13.73776436","15.70404816","14.47596073","14.19551849","15.69811821","15.71837234","15.44442081","15.62396526","14.68116379","17.73918533","","",
"Algeria","DZA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.77923775","9.26661205","7.97343826","9.43778801","8.66916943","7.76159906","7.84512997","7.63073635","7.68720913","8.64468479","9.18787575","9.03425121","10.06144714","11.70106602","11.41803741","10.60481071","10.60594082","10.60604","10.60616875","8.83036137","8.83036137","8.82444","","",
"East Asia & Pacific (excluding high income)","EAP","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.97194842658754","8.01239052875546","","","","7.83898781886162","8.78492351791881","8.1441406003095","8.44974303734841","8.39484974636546","8.48774433204898","9.15981052054626","9.47308924770552","9.58329358643931","9.74470998978978","9.30730326261265","","","","","",
"East Asia & Pacific","EAS","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.76819298650073","10.7536424901354","10.014277595929","10.0382495340928","9.55889987324307","9.3929827854796","9.60119434258725","9.33642830192915","9.53440962523079","9.33953211543345","9.17374089358302","9.20796503306586","10.2444324416458","11.2723030286196","","",
