,country,year,life_expectancy,adult_mortality,infant_deaths,under_five_deaths,bmi_male,bmi_female,health_expenditure_percentage,total_expenditure,unemployment_total,population,gdp_per_capita,income_class
2797,Zambia,2002,46.98,609.2,34.8,108.1,20.69,22.72,5.89,6.88,14.12,10508294,399.1,Lower-middel income
2798,Zambia,2001,46.02,614.4,36.1,114.8,20.65,22.66,4.83,6.88,13.41,10191964,401.73,Lower-middel income
2799,Zambia,2000,45.23,613.0,37.0,125.3,20.6,22.59,4.17,6.88,12.93,9891136,364.03,Lower-middel income
2800,Zimbabwe,2015,59.59,416.7,24.0,32.4,22.27,25.39,7.45,7.56,5.38,14154937,1410.33,Lower-middel income
2801,Zimbabwe,2014,58.85,427.2,25.1,34.9,22.24,25.36,8.13,13.36,4.77,13855753,1407.03,Lower-middel income
2802,Zimbabwe,2013,57.46,445.2,26.4,38.5,22.21,25.32,7.11,9.65,4.94,13555422,1408.37,Lower-middel income
2803,Zimbabwe,2012,55.63,468.3,27.6,44.2,22.18,25.28,6.92,9.8,5.06,13265331,1290.19,Lower-middel income
2804,Zimbabwe,2011,53.35,500.1,29.0,50.2,22.15,25.25,8.08,9.12,5.37,13025785,1082.62,Lower-middel income
2805,Zimbabwe,2010,50.65,543.9,30.0,54.8,22.13,25.22,10.48,15.22,5.46,12839771,937.84,Lower-middel income
2806,Zimbabwe,2009,48.06,585.7,30.4,58.8,22.1,25.18,,,5.47,12679810,762.3,Lower-middel income
2807,Zimbabwe,2008,46.72,618.2,30.6,62.2,22.07,25.15,,,5.37,12550347,351.84,Lower-middel income
2808,Zimbabwe,2007,45.61,644.4,30.5,64.6,22.03,25.11,,,5.0,12450568,425.04,Lower-middel income
2809,Zimbabwe,2006,45.36,671.1,30.1,66.7,22.0,25.08,,,4.76,12330490,441.5,Lower-middel income
2810,Zimbabwe,2005,44.77,692.4,29.4,66.2,21.96,25.04,,,4.63,12224753,470.78,Lower-middel income
2811,Zimbabwe,2004,44.5,707.1,29.1,66.5,21.92,25.01,,,4.39,12160881,477.4,Lower-middel income
2812,Zimbabwe,2003,43.39,709.9,28.6,66.7,21.88,24.97,,,4.74,12075828,474.3,Lower-middel income
2813,Zimbabwe,2002,44.56,704.8,28.2,68.7,21.84,24.93,,,5.01,11984644,529.19,Lower-middel income
2814,Zimbabwe,2001,41.96,693.9,28.0,69.5,21.81,24.9,,,5.31,11910978,569.0,Lower-middel income
2815,Zimbabwe,2000,44.69,682.6,27.9,70.2,21.77,24.86,,,5.68,11834676,565.28,Lower-middel income
